,년도,분기,호선명,지하철역,시간대_00~06_승차_인원,시간대_06~11_승차_인원,시간대_11~14_승차_인원,시간대_14~17_승차_인원,시간대_17~21_승차_인원,시간대_21~24_승차_인원,시간대_00~06_하차_인원,시간대_06~11_하차_인원,시간대_11~14_하차_인원,시간대_14~17_하차_인원,시간대_17~21_하차_인원,시간대_21~24_하차_인원
9184,2019,1,2호선,왕십리(성동구청),35731,457459,242021,277615,361954,297458,25487,262261,185295,229455,450166,234771
9185,2019,1,2호선,용답,7143,106792,39093,38569,33069,12430,3910,36651,25912,41332,73009,49028
9186,2019,1,2호선,용두(동대문구청),3150,62833,37719,45113,45414,15917,2084,49391,37421,43148,53073,26816
9187,2019,1,2호선,을지로3가,13011,155055,222819,337732,807624,380227,11214,1072407,278830,243753,242375,85918
9188,2019,1,2호선,을지로4가,5289,100055,157719,246910,418366,120488,5818,483447,209964,177900,114151,47676
9189,2019,1,2호선,을지로입구,22299,240252,451549,779716,1740626,1032014,20909,2155496,746957,608697,573112,198319
9190,2019,1,2호선,이대,11877,254224,278201,397426,474508,264244,19207,516342,384615,332834,338890,163770
9191,2019,1,2호선,잠실(송파구청),50437,1719880,949745,1292751,2037265,1410296,62616,1850987,1185229,1269515,1778067,920659
9192,2019,1,2호선,잠실나루,10311,521679,242554,256577,279512,107583,19564,362814,202941,211531,331871,209220
9193,2019,1,2호선,잠실새내,26053,742613,335490,336395,393709,303791,25819,346906,293870,397857,723719,381303
9194,2019,1,2호선,종합운동장,7924,261986,157537,176868,208632,134194,12753,279360,166530,187521,249856,128037
9195,2019,1,2호선,충정로(경기대입구),12750,240212,134994,154398,299550,100757,11845,417144,121203,130005,186971,119027
9196,2019,1,2호선,한양대,7496,95824,116503,205777,276170,126896,5501,456868,188063,126679,121549,54824
9197,2019,1,2호선,합정,46143,579660,341769,447501,809980,627431,37131,828919,474751,538734,859238,373356
9198,2019,1,2호선,홍대입구,171634,1002845,770867,1170471,1820208,1946909,88038,1212969,1425352,1701770,2192384,957663
9199,2019,1,3호선,가락시장,9106,268101,145480,153501,199744,93767,9273,216360,118663,147861,217298,121470
9200,2019,1,3호선,경복궁(정부서울청사),12714,261710,295487,498421,713929,309912,11198,920498,446060,336390,294223,120920
9201,2019,1,3호선,경찰병원,8175,261748,102820,107296,141776,52715,6712,198596,81776,97317,167905,102669
9202,2019,1,3호선,고속터미널,33188,669470,914637,1250995,1501953,1085760,23357,1192292,1104838,1214936,1238299,452593
9203,2019,1,3호선,교대(법원.검찰청),8641,140958,167260,245001,422838,261951,5135,394979,123754,111236,150971,47020
9204,2019,1,3호선,구파발,29625,825068,259079,271723,275369,133437,28850,294020,208496,264164,503749,309992
9205,2019,1,3호선,금호,13392,361690,131195,104377,102456,45766,9823,88759,78523,123967,230376,146225
9206,2019,1,3호선,남부터미널(예술의전당),14522,508427,479385,571426,1049485,490827,13031,1241500,499262,569055,639568,240677
9207,2019,1,3호선,녹번,23777,607927,189198,160878,158947,54406,17559,165613,99424,156364,332597,231362
9208,2019,1,3호선,대청,11373,310599,132281,148659,191199,71657,13411,193853,86032,120324,200721,143950
9209,2019,1,3호선,대치,9608,298062,160010,179351,255644,205965,11749,280557,171035,193552,256296,134244
9210,2019,1,3호선,도곡,3659,116567,72522,95701,145339,57005,8136,194656,78086,68414,85945,49776
9211,2019,1,3호선,독립문,15892,221218,148149,178644,135554,46983,13231,220617,139704,140323,155281,88965
9212,2019,1,3호선,동대입구,6521,97639,121251,189412,334902,186340,7976,465785,222024,148761,150578,54079
9213,2019,1,3호선,매봉,5378,202429,123379,165027,348597,133672,6839,439082,118696,113694,163145,83295
9214,2019,1,3호선,무악재,5943,165162,59565,46788,49202,18590,5476,51987,37959,58271,108969,76722
9215,2019,1,3호선,불광,29616,644756,265320,290831,289229,137516,22547,339607,272848,332837,513971,290832
9216,2019,1,3호선,수서,17425,481500,270019,277312,367646,174931,21407,451864,197674,253017,397282,242651
9217,2019,1,3호선,신사,27934,246079,306104,536280,1050284,689052,17267,1175994,559766,551097,629819,178696
9218,2019,1,3호선,안국,8695,125352,237108,479741,867105,324122,9831,1033466,467638,346722,216824,62485
9219,2019,1,3호선,압구정,15818,309814,386626,605544,1027518,563163,17305,1406723,580382,506723,517884,153180
9220,2019,1,3호선,약수,20950,397386,205907,207227,262046,147141,19580,294693,158717,197171,322586,186881
9221,2019,1,3호선,양재(서초구청),23758,515696,426234,607728,1302445,607239,23467,1774341,517086,466039,653264,298208
9222,2019,1,3호선,연신내,86181,1610356,608410,560587,505316,279139,58091,458392,392797,587969,1140748,729952
9223,2019,1,3호선,오금,9865,282722,86911,72506,97980,39257,7363,102733,52842,77978,155769,109902
9224,2019,1,3호선,옥수,10450,332873,151906,139798,148530,70199,11486,146159,112717,157265,266015,170797
9225,2019,1,3호선,을지로3가,6330,73933,109220,164239,392399,167194,4695,525247,152362,133421,129104,35876
9226,2019,1,3호선,일원,6324,257356,164261,186187,168977,51182,9982,275196,143069,133084,165113,106609
9227,2019,1,3호선,잠원,5096,223336,95288,89730,99622,38445,8228,107500,66317,85374,145762,100238
9228,2019,1,3호선,종로3가,5878,56035,114487,198451,387479,201228,5419,472202,300522,264240,195300,49165
9229,2019,1,3호선,지축,728,44314,16273,17660,15747,2303,1614,25981,11703,18683,31694,19106
9230,2019,1,3호선,충무로,6,9,21,42,50,18,0,0,0,0,0,0
9231,2019,1,3호선,학여울,1688,48078,41696,62013,60674,16294,2401,78588,51694,43738,34567,21455
9232,2019,1,3호선,홍제,27404,727572,301067,274909,254574,104526,20855,271141,200702,281005,483822,300001
9233,2019,1,4호선,길음,28759,894364,309560,303881,326257,141253,25009,333085,249153,307007,565854,378965
9234,2019,1,4호선,남태령,1415,50073,24204,24308,33310,7587,1202,41545,11708,13876,20644,11906
9235,2019,1,4호선,노원,44076,634646,299589,321085,333136,283166,33132,357699,278096,373088,693654,393398
9236,2019,1,4호선,당고개,24928,522111,197612,170926,154516,58208,20392,168930,119624,175952,303444,223930
9237,2019,1,4호선,동대문,38047,159995,334008,596211,719524,275875,15390,831084,507964,394909,251584,142151
9238,2019,1,4호선,동대문역사문화공원,46630,178481,219061,393820,682670,401528,14225,616013,315021,292596,336326,186873
9239,2019,1,4호선,동작(현충원),1777,63362,35380,37588,46636,17821,3520,57059,30390,38314,49852,28761
9240,2019,1,4호선,명동,12246,256647,412999,664841,1069481,832346,15430,1078623,764666,750363,702029,268174
9241,2019,1,4호선,미아(서울사이버대학),30587,605614,250530,237930,243879,111777,18148,276384,182242,236742,386527,246822
9242,2019,1,4호선,미아사거리,43691,1017706,412154,427213,429456,250511,27612,391440,322071,449158,797771,463923
9243,2019,1,4호선,사당,40290,925350,398259,384103,441888,346550,31269,421044,303181,341507,733570,351551
9244,2019,1,4호선,삼각지,2844,77748,55973,72668,145914,66307,5861,193454,76936,68846,100146,49095
9245,2019,1,4호선,상계,41258,913529,294932,244584,224619,113406,30891,227890,177295,258883,523207,359725
9246,2019,1,4호선,서울역,17535,201520,164024,184174,435207,158813,18600,705771,301581,355486,395943,226539
9247,2019,1,4호선,성신여대입구(돈암),24012,612643,325851,368352,438793,307535,24804,364194,290989,354570,582323,342795
9248,2019,1,4호선,수유(강북구청),65845,1391100,540686,502445,547399,281639,50001,500713,371789,544618,1039978,695169
9249,2019,1,4호선,숙대입구(갈월),13276,281270,203369,261656,399937,209598,10782,463464,203525,204174,295402,157756
9250,2019,1,4호선,신용산,7949,174502,162361,242326,561839,254973,6800,682973,216592,220016,251592,101523
9251,2019,1,4호선,쌍문,68950,1464740,472517,372625,351458,150984,46890,299377,248431,404060,853217,602458
9252,2019,1,4호선,이촌(국립중앙박물관),4459,186507,136529,195199,214925,68685,7710,274778,169912,156576,174482,91599
9253,2019,1,4호선,창동,56717,1017380,427600,406216,407582,196676,49311,417020,334550,471612,792286,511431
9254,2019,1,4호선,총신대입구(이수),24084,623159,308746,313639,360880,230177,19712,411146,283460,381964,638262,306410
9255,2019,1,4호선,충무로,26387,235164,302080,483880,1034690,523181,20262,1327579,459687,373274,367505,154954
9256,2019,1,4호선,한성대입구(삼선교),24958,432444,230016,251338,279102,147816,34312,313423,192650,218164,326895,206136
9257,2019,1,4호선,혜화,29561,334392,423914,728577,1064307,914020,23908,1105613,793969,760584,776847,228998
9258,2019,1,4호선,회현(남대문시장),10694,180072,413362,729362,961388,334141,9319,1296199,695009,471118,220549,88667
9259,2019,1,5호선,강동,32297,734254,268697,244553,329622,125171,26943,346625,173785,227598,415243,272952
9260,2019,1,5호선,개롱,11524,246719,100715,90686,105810,43266,11875,129439,66320,97623,178039,111326
9261,2019,1,5호선,개화산,12495,212685,75740,72779,111191,37624,8002,125838,55751,72935,129240,89742
9262,2019,1,5호선,거여,12695,305178,106069,92723,104439,38082,10509,123973,65826,101043,182249,115430
9263,2019,1,5호선,고덕,11595,320453,146580,154888,138031,57935,13570,176773,105056,124526,228599,136114
9264,2019,1,5호선,공덕,9796,247635,152107,187479,402259,181685,9068,537476,148974,150112,295985,120174
9265,2019,1,5호선,광나루(장신대),15662,475290,194496,202621,234271,121912,14009,282954,151214,177823,301220,176860
9266,2019,1,5호선,광화문(세종문화회관),10952,180555,294583,565425,1375531,620997,5719,1783935,510742,407353,402415,86179
9267,2019,1,5호선,군자(능동),24785,385025,131503,130843,179686,108008,24522,196835,116826,167851,351733,188219
9268,2019,1,5호선,굽은다리(강동구민회관앞),18113,388538,141709,123248,124222,62680,13370,123332,90458,133845,259221,159740
9269,2019,1,5호선,길동,13621,259600,114513,108629,113322,50593,8968,132209,89074,122194,212203,110949
9270,2019,1,5호선,김포공항,2254,103265,99018,148716,218320,138615,9759,180147,134678,135083,129569,32210
9271,2019,1,5호선,까치산,72785,1409147,413927,322762,296004,139769,39468,252193,229565,404688,896269,600690
9272,2019,1,5호선,답십리,31009,636262,199245,200343,262586,104113,17572,268305,156442,198763,397938,237425
9273,2019,1,5호선,동대문역사문화공원,1702,25822,23937,30966,120168,37014,1940,177258,29291,25809,26050,15511
9274,2019,1,5호선,둔촌동,11145,280258,124064,127948,153895,75435,6232,180218,102457,133600,228949,120612
9275,2019,1,5호선,마곡,7057,225837,69713,85184,137237,42552,11026,168444,48417,66331,129013,83207
9276,2019,1,5호선,마장,8353,199353,94085,95035,103720,49843,7120,144717,77048,76845,136217,76812
9277,2019,1,5호선,마천,16361,221585,77060,68152,63527,20619,8897,88381,55776,78468,136680,84579
9278,2019,1,5호선,마포,10852,319465,164396,178705,353029,180144,11797,465684,148091,157037,313614,139879
9279,2019,1,5호선,명일,12042,315790,129398,114868,98294,42151,11068,120902,84359,123440,240852,137127
9280,2019,1,5호선,목동,23505,686309,247330,231368,257691,146658,23522,280486,177924,264807,578566,324539
9281,2019,1,5호선,발산,13878,293224,188970,286459,487789,253846,18883,593310,229247,214706,343642,152184
9282,2019,1,5호선,방이,7923,204508,95231,99546,146886,99705,9267,177424,87453,109294,181811,89168
9283,2019,1,5호선,방화,14399,294302,111383,99552,87273,31186,10969,106467,63046,95263,174119,127473
9284,2019,1,5호선,상일동,16577,577729,142664,152319,177375,34143,21075,200254,75132,118871,286227,189314
9285,2019,1,5호선,서대문,10603,238206,185611,265448,578620,214588,8964,839250,200342,171213,209950,101108
9286,2019,1,5호선,송정,13766,325380,128078,120055,147285,65874,12892,154920,87838,126779,225918,143351
9287,2019,1,5호선,신금호,9313,256655,90145,83851,86692,40757,8761,106020,61363,91796,181770,105106
9288,2019,1,5호선,신길,5975,114441,33806,34375,68801,23551,4564,96028,30099,35979,89726,58844
9289,2019,1,5호선,신정(은행정),34222,704180,171677,130985,140066,54938,17952,139457,87874,151594,332876,231521
9290,2019,1,5호선,아차산(어린이대공원후문),25188,533415,208512,223081,214450,94749,16583,241031,163666,202354,376199,219779
9291,2019,1,5호선,애오개,7724,226139,93737,97250,143936,55145,11510,194049,70544,88049,158293,91143
9292,2019,1,5호선,양평,7543,215598,70082,71166,162411,49125,8335,206346,52830,64769,138221,85139
9293,2019,1,5호선,여의나루,3694,81596,69467,127957,311936,112141,7379,374006,90481,109015,108833,43771
9294,2019,1,5호선,여의도,11250,155950,170057,277212,996180,383262,14851,1366637,240543,198930,248864,79847
9295,2019,1,5호선,영등포구청,3862,85307,42075,48339,90890,33415,3770,120709,40393,43033,67706,34298
9296,2019,1,5호선,영등포시장,9394,212652,113877,171237,255110,100066,7928,282514,178072,156871,192292,91880
9297,2019,1,5호선,오금,3595,100790,46698,49783,82705,30122,4686,117055,33418,41263,66072,40216
9298,2019,1,5호선,오목교(목동운동장앞),17891,557637,282368,361327,539776,348000,20931,616381,345045,381342,617890,271821
9299,2019,1,5호선,올림픽공원(한국체대),2680,127879,68241,76421,87925,48335,5498,105096,63981,73587,82036,44430
9300,2019,1,5호선,왕십리(성동구청),8622,92127,63493,80573,115832,82314,8580,139377,80424,91178,141845,56594
9301,2019,1,5호선,우장산,19482,611555,237017,219797,187183,80561,18900,212841,148584,226927,422959,263663
9302,2019,1,5호선,을지로4가,2113,30115,53886,94944,188744,62743,1808,252847,99156,76814,47353,13286
9303,2019,1,5호선,장한평,21236,574505,207649,238318,424499,134160,19200,456219,208511,224126,414582,238659
9304,2019,1,5호선,종로3가,10922,82500,180974,361496,516671,368810,5846,414861,396219,326914,278754,73294
9305,2019,1,5호선,천호(풍납토성),27123,372864,281279,352194,454480,279705,20441,407432,295669,346470,505834,245679
9306,2019,1,5호선,청구,5334,105630,57396,55810,92660,42160,4176,99094,38649,48942,80174,48414
9307,2019,1,5호선,충정로(경기대입구),4154,73163,47675,60596,147774,46641,3530,189652,41146,42727,62358,38031
9308,2019,1,5호선,행당,12634,388815,120486,93928,90733,42636,10179,86935,71802,109662,225341,136090
9309,2019,1,5호선,화곡,68908,1325175,409490,334959,329283,152423,36158,296829,218435,368337,869627,544716
9310,2019,1,6호선,고려대(종암),11462,249974,122186,139849,184585,89881,11448,233169,107692,106094,179296,119039
9311,2019,1,6호선,공덕,21285,304506,206799,254391,528354,253820,22567,646272,194077,201571,315709,157559
9312,2019,1,6호선,광흥창(서강),9482,236688,135252,135825,214562,89357,10067,289421,105115,110441,169669,99323
9313,2019,1,6호선,구산,16328,330107,119506,101108,86097,40994,7485,78722,63911,92721,156665,88752
9314,2019,1,6호선,녹사평(용산구청),5924,93086,64779,95048,146211,111585,5399,132295,90135,105723,147860,60820
9315,2019,1,6호선,대흥(서강대앞),9640,197287,115560,132660,195054,101343,8885,268832,117915,118851,173042,90421
9316,2019,1,6호선,독바위,6699,130528,43949,34482,27078,9639,5882,41851,29316,39917,84247,59323
9317,2019,1,6호선,돌곶이,16073,312375,119100,112285,120253,49828,11738,140990,85065,111806,200223,120007
9318,2019,1,6호선,동묘앞,14601,153116,153375,230127,222851,76626,9982,240536,179434,174991,145233,85124
9319,2019,1,6호선,디지털미디어시티,18274,410198,138753,146007,322865,95629,21826,477006,114696,146234,279313,171058
9320,2019,1,6호선,마포구청,22278,504133,194986,188703,252925,111874,19501,273800,141695,177433,292742,198062
9321,2019,1,6호선,망원,20280,364634,186543,215563,284019,171789,12710,272806,223368,281698,370897,171750
9322,2019,1,6호선,버티고개,3095,76252,34587,31981,45516,18929,3245,47492,23183,33149,52351,33697
9323,2019,1,6호선,보문,12501,261504,102698,98466,125078,58581,12095,146936,70605,86260,155454,111403
9324,2019,1,6호선,봉화산(서울의료원),15757,463306,133766,110047,106068,42245,18007,109598,80526,120141,257365,172379
9325,2019,1,6호선,불광,5607,130087,78948,106429,106589,55037,5878,81733,72742,88118,132532,69129
9326,2019,1,6호선,삼각지,6647,110930,85446,117164,179253,80752,6005,180961,67354,62815,91530,58918
9327,2019,1,6호선,상수,20052,146614,99409,147205,235748,227606,10271,239969,188331,185199,290285,125300
9328,2019,1,6호선,상월곡(한국과학기술연구원),13491,248242,87186,80912,86939,41626,8824,112512,59431,75806,144784,91626
9329,2019,1,6호선,새절(신사),28317,568885,190802,163255,152701,67585,21940,159282,118263,179467,358227,239202
9330,2019,1,6호선,석계,26662,546980,183866,156036,152157,78364,24232,145456,121595,184843,387736,252790
9331,2019,1,6호선,신당,30486,143377,114188,142112,203252,126588,10841,303606,107191,93371,159416,89701
9332,2019,1,6호선,안암(고대병원앞),15953,149466,159319,241777,324749,212263,17782,400211,204688,164098,209037,120147
9333,2019,1,6호선,약수,4978,75538,51950,60397,89139,50202,3031,123112,48033,54126,70150,33876
9334,2019,1,6호선,역촌,5889,167542,60431,51722,47346,19651,6794,68074,47424,63134,127905,77808
9335,2019,1,6호선,연신내,3,14,14,13,19,7,0,0,0,0,0,0
9336,2019,1,6호선,월곡(동덕여대),19871,439343,175391,175672,200391,90396,14405,221002,133524,171670,297270,188715
9337,2019,1,6호선,월드컵경기장(성산),4459,104930,73683,125575,117569,84767,5939,109034,115053,119445,141326,53055
9338,2019,1,6호선,응암,31423,775854,257444,215880,204611,92077,28649,184060,155567,247072,535739,344492
9339,2019,1,6호선,이태원,55951,217078,154305,231522,341454,347431,27764,271982,230077,283921,459987,258842
9340,2019,1,6호선,증산(명지대앞),23395,443032,147186,123885,120586,53702,15947,111486,88504,146997,287487,187897
9341,2019,1,6호선,창신,7469,161448,45806,41368,40811,19597,5288,60672,29087,38418,68212,50910
9342,2019,1,6호선,청구,6624,95686,45330,47510,86410,41565,4325,152522,40650,46695,64940,37819
9343,2019,1,6호선,태릉입구,12485,204954,75922,73557,76009,38961,15367,91498,64877,83387,166920,108743
9344,2019,1,6호선,한강진,4184,50883,49250,127565,273442,212051,11463,321218,151674,148860,184727,36574
9345,2019,1,6호선,합정,20811,253431,170807,221971,373062,295231,13659,334575,179439,206808,328022,140124
9346,2019,1,6호선,화랑대(서울여대입구),17118,577515,166588,151108,136943,44763,16282,131043,83553,117091,273923,186380
9347,2019,1,6호선,효창공원앞,8003,206693,94766,103638,152164,60766,8345,185241,80204,89764,133482,77985
9348,2019,1,7호선,가산디지털단지,31189,269802,271260,472838,1847147,608601,23238,2327770,372337,335941,307538,121503
9349,2019,1,7호선,강남구청,10524,119047,130220,220351,513765,278729,10332,814707,204855,168928,164045,71272
9350,2019,1,7호선,건대입구,21265,213895,172929,279062,388819,322993,16675,389059,266110,275159,403216,157807
9351,2019,1,7호선,고속터미널,11321,273775,313501,381628,526785,364294,10806,611883,310287,273940,264429,93650
9352,2019,1,7호선,공릉(서울과학기술대),21866,423907,179595,183303,202910,102104,20788,220035,131749,171215,325865,205003
9353,2019,1,7호선,광명사거리,71481,1075480,361565,334964,338773,158872,37351,320706,283788,389234,755966,433810
9354,2019,1,7호선,군자(능동),26273,495949,181764,189420,256809,151197,14676,217233,110540,157158,296102,178278
9355,2019,1,7호선,굴포천,18191,378532,121707,110536,122150,62669,17215,115443,85723,122855,292951,187392
9356,2019,1,7호선,까치울,10082,325267,93308,86192,89122,39752,8974,81966,62968,87391,207963,136343
9357,2019,1,7호선,남구로,58709,400256,162558,172582,460452,157871,14222,622029,167126,184454,310692,178101
9358,2019,1,7호선,남성,19022,488829,164184,143878,139717,78967,15299,158375,115351,159014,298479,191221
9359,2019,1,7호선,내방,9261,266543,157614,194681,400397,170734,15744,547610,154029,166040,231743,116958
9360,2019,1,7호선,노원,28616,450384,315489,387409,403627,276758,24798,448615,332520,393499,530944,233408
9361,2019,1,7호선,논현,23615,183947,158650,241997,626517,373279,11821,944608,233097,224778,292970,113251
9362,2019,1,7호선,대림(구로구청),36741,249491,156064,193764,206994,117483,8287,203881,190255,176872,250059,139904
9363,2019,1,7호선,도봉산,11417,433133,112327,116670,92061,27132,26032,167127,108886,125949,276822,216490
9364,2019,1,7호선,뚝섬유원지,13939,280743,95041,103466,115499,55201,8105,108572,83910,119415,186389,114527
9365,2019,1,7호선,마들,25429,565852,177767,137842,110861,41385,23360,119877,104914,161697,317991,216959
9366,2019,1,7호선,먹골,22139,433529,149051,136042,138459,64568,14663,124735,104817,148271,303224,190061
9367,2019,1,7호선,면목,34701,672841,210080,195198,196866,88540,22285,213320,143278,216722,433371,275723
9368,2019,1,7호선,반포,4667,125062,73059,107461,155231,96457,4677,205653,100695,83450,96746,48064
9369,2019,1,7호선,보라매,18346,261838,117133,138326,207711,85570,15368,284115,99051,106766,196766,112634
9370,2019,1,7호선,부천시청,16461,389414,149365,171996,233894,157506,16977,242074,148179,183491,336616,170124
9371,2019,1,7호선,부천종합운동장,9165,207816,61280,52223,73884,25564,7017,80953,36293,47863,105042,69114
9372,2019,1,7호선,부평구청,22807,554339,139302,114674,141624,58289,22381,126867,69796,106745,268456,198267
9373,2019,1,7호선,사가정,32415,605672,220378,212945,230603,113737,24067,239699,159649,228502,439158,272767
9374,2019,1,7호선,삼산체육관,9050,233316,71158,66291,59069,25049,9036,55333,46756,63967,134983,88595
9375,2019,1,7호선,상도,14782,398294,155970,157692,169389,91694,17495,203238,124947,145218,264830,170325
9376,2019,1,7호선,상동,18572,401348,177618,222975,268029,194175,19372,291855,206182,221785,381518,192367
9377,2019,1,7호선,상봉(시외버스터미널),35445,595287,210940,226613,297267,166422,28214,286490,179113,227641,443553,262549
9378,2019,1,7호선,수락산,27273,544888,197692,191152,173240,68964,23173,195232,137719,175161,349857,242949
9379,2019,1,7호선,숭실대입구(살피재),21051,481973,195122,213539,231218,129241,18161,285135,169753,193611,353246,221109
9380,2019,1,7호선,신대방삼거리,31628,662975,224555,203940,238736,117363,23061,281441,152946,211349,431670,275233
9381,2019,1,7호선,신중동,17555,461260,182850,194008,282813,152552,20085,325595,151436,184353,365250,202136
9382,2019,1,7호선,신풍,30511,433333,152518,146158,174142,74534,18733,204793,111467,146809,281228,173822
9383,2019,1,7호선,어린이대공원(세종대),15469,273338,169389,254702,324193,177342,14148,419074,240377,183507,225190,134189
9384,2019,1,7호선,온수(성공회대입구),21582,485461,121737,113714,121433,48522,25750,159029,78237,111558,286712,183183
9385,2019,1,7호선,용마산,14828,293357,81895,69831,69346,25677,10127,80450,54267,80296,160928,115292
9386,2019,1,7호선,이수,23805,404726,208968,243315,316153,247158,15309,353047,197706,239325,417684,198197
9387,2019,1,7호선,장승배기,22606,418305,156559,142986,147337,80178,15391,173050,120671,156884,278232,171214
9388,2019,1,7호선,장암,3738,120967,18595,23510,24847,6433,1083,22979,10487,9602,19670,10767
9389,2019,1,7호선,중계,27424,655966,229222,192863,170747,87399,22648,245375,138346,177949,376286,250964
9390,2019,1,7호선,중곡,17192,409231,145130,131925,135846,54924,11717,163741,91229,129782,247749,159150
9391,2019,1,7호선,중화,26874,456065,158636,137565,160536,74531,16532,175320,102706,151458,301607,199725
