,년도,분기,호선명,지하철역,시간대_00~06_승차_인원,시간대_06~11_승차_인원,시간대_11~14_승차_인원,시간대_14~17_승차_인원,시간대_17~21_승차_인원,시간대_21~24_승차_인원,시간대_00~06_하차_인원,시간대_06~11_하차_인원,시간대_11~14_하차_인원,시간대_14~17_하차_인원,시간대_17~21_하차_인원,시간대_21~24_하차_인원
12010,2020,1,과천선,과천,4244,154018,56448,69245,67364,14346,7150,89647,30840,43472,91503,59360
12011,2020,1,과천선,대공원,162,11936,34529,59561,71496,10149,1258,107824,49020,29290,8617,2831
12012,2020,1,과천선,범계,26216,708869,264786,298691,429352,288114,30945,461236,250679,302062,614582,292509
12013,2020,1,과천선,선바위,3582,208757,76352,88699,202923,62054,8205,225648,53420,61236,123543,75118
12014,2020,1,과천선,인덕원,26835,687055,237217,240939,437738,173423,31510,548425,162915,216854,539430,301793
12015,2020,1,과천선,정부과천청사,5370,152964,96570,147166,272958,92481,8185,375823,86846,81414,135091,63031
12016,2020,1,과천선,평촌,13180,463457,146544,165743,353488,147945,21802,470976,124193,140437,327401,173667
12017,2020,1,분당선,가천대,14684,198283,69350,79308,87362,32987,6679,109101,61595,77412,158922,119880
12018,2020,1,분당선,강남구청,3851,92031,78936,113119,278222,109076,3804,371127,113222,108871,136794,52885
12019,2020,1,분당선,개포동,2169,81564,42724,43123,56267,27165,2285,80715,33157,37035,66794,39529
12020,2020,1,분당선,구룡,1164,30678,17648,25221,23920,5374,1194,40055,11965,13979,20771,12310
12021,2020,1,분당선,구성,6839,175479,51023,43971,52717,19482,5346,60878,31066,51336,116550,74326
12022,2020,1,분당선,기흥,15232,322668,96279,94247,118685,60315,9922,101053,64952,91870,235662,142637
12023,2020,1,분당선,대모산입구,4938,90999,38033,42148,57137,14009,4415,79914,24284,32340,51700,31532
12024,2020,1,분당선,도곡,3207,97873,67554,89522,151351,56333,3826,200638,63743,59430,88976,45681
12025,2020,1,분당선,망포,13636,373240,115447,124289,248638,104353,16641,247610,76063,105209,274097,180395
12026,2020,1,분당선,매교,6965,69984,24450,23411,29461,8964,2441,40565,21304,26009,47228,24411
12027,2020,1,분당선,매탄권선,7598,150242,45280,43409,54918,21659,5344,52694,25443,40166,101463,66834
12028,2020,1,분당선,모란,44112,630159,257359,264477,283141,130324,15169,304323,235315,304895,466200,278226
12029,2020,1,분당선,미금,12505,313076,198915,242704,276198,149299,10883,355043,195984,207803,307214,174699
12030,2020,1,분당선,보정,2903,87683,28103,25567,24709,9215,2041,32950,15005,24637,43425,29270
12031,2020,1,분당선,복정,0,9,1,4,11,5,0,0,0,0,0,0
12032,2020,1,분당선,상갈,7966,183367,59133,53755,74678,25246,4956,72495,38349,53138,114689,79542
12033,2020,1,분당선,서울숲,6431,174740,65313,102665,217890,72891,3702,248301,82954,95468,145394,68714
12034,2020,1,분당선,서현,19148,377832,248054,343886,585914,371724,14070,655719,309401,331703,466541,198382
12035,2020,1,분당선,선릉,4384,64719,78673,147671,429073,162452,5691,890285,183465,137852,164240,52177
12036,2020,1,분당선,선정릉,2986,68204,62662,89137,257573,89206,3874,365870,74352,61928,72258,33294
12037,2020,1,분당선,수내,8500,196129,122583,169939,302792,160172,8785,376977,134495,139954,191695,95149
12038,2020,1,분당선,수서,9226,298100,153453,163659,257857,123493,11593,328370,129964,153888,258497,137425
12039,2020,1,분당선,수원,14993,220885,69306,80881,129353,85208,5754,85985,53569,66116,138757,62968
12040,2020,1,분당선,수원시청,20151,213977,110334,144963,220085,142117,11627,269659,123862,133473,272886,140188
12041,2020,1,분당선,신갈,7293,172757,55285,48856,37667,12377,4285,44447,33513,51895,107737,69908
12042,2020,1,분당선,압구정로데오,6543,79847,110137,215738,522142,297142,3335,662683,241000,206716,247629,57054
12043,2020,1,분당선,야탑,22542,573456,290975,336498,530282,240998,19832,639105,287793,329219,519876,273206
12044,2020,1,분당선,영통,7994,158342,85434,106406,155567,100837,9545,156683,87624,101617,165956,96725
12045,2020,1,분당선,오리,12710,312167,131447,143109,208708,88051,8766,234898,94568,109804,184793,111825
12046,2020,1,분당선,이매,6715,145428,67964,69291,83752,36307,5369,99935,51953,62767,101813,62897
12047,2020,1,분당선,정자,15565,307188,144597,184756,347113,201324,13075,461292,140240,164137,322699,173698
12048,2020,1,분당선,죽전,15480,353332,133911,160508,220552,127075,24543,231340,141922,170541,318851,186319
12049,2020,1,분당선,청명,5815,141245,39880,39147,52582,18532,5657,54602,27468,38020,84992,58036
12050,2020,1,분당선,태평,41379,518541,157455,142325,143286,57927,12640,149546,112290,179237,331256,215963
12051,2020,1,분당선,한티,5262,199479,136365,180315,316884,213379,4440,398344,194382,160932,233987,98920
12052,2020,1,수인선,남동인더스파크,1163,16545,13219,22625,81214,19824,2422,124985,11611,8783,13786,7019
12053,2020,1,수인선,달월,13,1031,528,1012,2894,154,34,2118,553,447,635,224
12054,2020,1,수인선,소래포구,6039,106407,51288,70863,58751,29855,3628,58182,56633,58623,78517,43515
12055,2020,1,수인선,송도,4599,78465,33951,31535,30164,10612,2190,28536,23707,33199,55070,27670
12056,2020,1,수인선,숭의,7368,97747,40513,44187,62223,17008,3968,77539,32420,38123,62530,32613
12057,2020,1,수인선,신포,2689,25012,17765,23392,36307,15214,1081,43453,21665,22223,27244,10550
12058,2020,1,수인선,연수,6878,114833,52761,56988,70629,41895,4644,76078,49825,58519,105764,51333
12059,2020,1,수인선,원인재,9025,129576,51088,48422,52830,27534,5611,56692,39734,54463,100282,60914
12060,2020,1,수인선,월곶,3061,67288,26688,27555,34137,14841,1813,29759,23008,27079,51008,27651
12061,2020,1,수인선,인천,1355,18539,11914,16716,16516,5119,1055,26911,22686,24853,24934,13508
12062,2020,1,수인선,인천논현,6455,122180,62843,71396,96800,57873,4255,117989,64368,75031,118108,56180
12063,2020,1,수인선,인하대,6587,145809,51733,61373,67861,32920,4414,70632,44814,57108,112163,55155
12064,2020,1,수인선,호구포,4437,63588,31828,35545,92125,31312,3854,123183,23628,30690,50696,26206
12065,2020,1,안산선,고잔,13442,220706,86059,95100,135162,48788,12958,180793,75441,77760,140710,82975
12066,2020,1,안산선,대야미,7296,158668,56676,59055,67383,24636,7171,68294,35226,48769,96646,63107
12067,2020,1,안산선,반월,8868,150668,56212,46330,55549,20186,7760,53406,34823,53603,94190,63281
12068,2020,1,안산선,산본,30229,499828,176222,193010,237969,147582,25700,256011,183180,216055,445213,225784
12069,2020,1,안산선,상록수,45329,698519,206905,169960,187529,91697,34211,187428,123576,192330,489667,302015
12070,2020,1,안산선,수리산,8046,172019,47964,37519,36823,12647,5023,45809,26587,36741,80972,48457
12071,2020,1,안산선,신길온천,4201,52094,15980,15426,23013,6561,2415,24613,9624,15552,31138,19544
12072,2020,1,안산선,안산,36300,246132,129855,153400,308879,107495,10735,313738,111167,124078,193289,116736
12073,2020,1,안산선,오이도,17563,276668,98552,99332,136054,58593,13749,132976,78178,100965,192442,120578
12074,2020,1,안산선,정왕,15757,151560,72064,83943,150299,49523,9377,206946,61526,72113,120013,78727
12075,2020,1,안산선,중앙,28056,402839,169308,192976,236809,175903,23614,243978,167528,211735,398440,213372
12076,2020,1,안산선,초지,8587,129676,40015,37981,61905,20284,5960,78244,29009,37139,83753,52697
12077,2020,1,안산선,한대앞,17695,241623,85456,79078,100713,48805,11218,110916,61331,83738,183568,102152
12078,2020,1,우이신설선,4.19민주묘지,3543,76987,37212,40497,31891,11654,2318,36237,30209,34388,52795,30020
12079,2020,1,우이신설선,가오리,5812,146621,53338,42627,35437,12619,3380,41159,35510,53364,95336,54821
12080,2020,1,우이신설선,보문,1379,29486,20289,21876,28188,11347,1384,34901,18525,20790,25309,13505
12081,2020,1,우이신설선,북한산보국문,6225,192539,73915,67737,63682,26425,6187,64865,43911,65045,133656,78227
12082,2020,1,우이신설선,북한산우이,3764,74611,38581,50930,30312,8707,3024,60877,39292,28195,37199,20521
12083,2020,1,우이신설선,삼양,3160,64399,29305,24886,19689,7915,2176,28712,22183,32711,47221,24853
12084,2020,1,우이신설선,삼양사거리,3104,72991,35016,30652,26503,11842,1983,34237,27864,39006,53446,25102
12085,2020,1,우이신설선,성신여대입구(돈암),3509,48583,37781,46641,57198,43736,2263,64204,49221,55603,73072,27990
12086,2020,1,우이신설선,솔밭공원,5132,84850,31350,28707,19184,6766,2941,24190,22804,30891,53493,30718
12087,2020,1,우이신설선,솔샘,7395,237399,62859,50593,39429,14214,6428,36630,34785,58922,147027,84616
12088,2020,1,우이신설선,신설동,3023,19251,18195,32822,60180,19698,4345,84083,25246,18761,15223,6534
12089,2020,1,우이신설선,정릉,5808,133309,59377,51489,50375,19464,4247,47667,35674,54504,95692,50492
12090,2020,1,우이신설선,화계,4859,114475,46706,38269,31459,11172,3587,39427,32359,41955,71155,38194
12091,2020,1,일산선,대곡,1742,53033,16964,18131,27106,7710,2070,22551,12223,14032,25220,14008
12092,2020,1,일산선,대화,18658,513042,155398,144204,150858,60122,18680,164048,96614,121458,235623,161905
12093,2020,1,일산선,마두,8714,169643,99114,115012,127219,48654,9332,168213,96004,101347,131344,71654
12094,2020,1,일산선,백석,12615,231369,127469,148211,179771,91174,14258,203401,117893,139515,200495,106830
12095,2020,1,일산선,삼송,21818,625942,185981,176906,210045,110889,17242,208875,150285,205308,417981,244793
12096,2020,1,일산선,원당,23818,417264,137058,116171,109900,39935,11039,118912,85048,129485,266801,167626
12097,2020,1,일산선,원흥,16416,330361,99261,92174,97479,39929,11048,106660,62425,93265,210121,128974
12098,2020,1,일산선,정발산,8060,100028,83860,122520,167077,93688,7100,170195,110941,118628,139136,60966
12099,2020,1,일산선,주엽,13078,253211,115855,118300,107018,47796,10895,133448,100159,122314,182075,104107
12100,2020,1,일산선,화정,30546,515121,223105,230826,216007,125773,14926,247061,186709,252286,426585,239138
12101,2020,1,장항선,배방,2760,21160,11259,10929,13823,6133,1175,13284,9143,10821,16131,11237
12102,2020,1,장항선,봉명,2888,24899,17097,16518,14955,4581,1449,30906,14022,11221,12446,7982
12103,2020,1,장항선,신창(순천향대),2034,19697,13189,16501,20063,5025,1469,18790,11731,12409,15672,11856
12104,2020,1,장항선,쌍용(나사렛대),4627,51434,20623,19677,19521,10401,1698,22117,16270,18318,33404,22210
12105,2020,1,장항선,아산,2473,41975,26204,34580,45960,27944,2063,47542,28622,26602,36087,19904
12106,2020,1,장항선,온양온천,6482,77555,62178,69259,51158,17898,5032,71846,64999,54297,56239,32989
12107,2020,1,중앙선,구리,26238,445305,153364,148466,162577,77323,13663,187964,121185,159574,337451,187191
12108,2020,1,중앙선,국수,1469,20372,10837,10668,5982,1901,799,10484,8704,9772,11749,8705
12109,2020,1,중앙선,덕소,13773,209282,75533,65247,55032,24253,9783,60747,50590,70607,144083,85662
12110,2020,1,중앙선,도농,20371,384163,108509,91075,84398,29699,14280,94565,58579,97529,227539,134027
12111,2020,1,중앙선,도심,4395,102072,26962,22360,25167,9058,3263,29243,16206,21049,48359,28636
12112,2020,1,중앙선,망우,20168,243963,90198,89233,95720,39751,6147,103091,76565,104024,179523,86111
12113,2020,1,중앙선,상봉(시외버스터미널),18577,202223,65247,63380,71647,37006,6995,71384,51331,69752,148656,82773
12114,2020,1,중앙선,신원,217,4225,3035,4771,2920,453,124,4446,2638,2276,2364,1411
12115,2020,1,중앙선,아신,1123,16348,7641,8096,6730,1854,752,8380,6445,6783,10471,6971
12116,2020,1,중앙선,양수,2050,46116,25320,29357,23086,7665,2199,27166,23467,26048,30586,22195
12117,2020,1,중앙선,양원,3819,43599,18424,20294,18413,4004,1763,34182,14785,17085,26268,14344
12118,2020,1,중앙선,양정,1244,17396,8765,11607,20306,3183,868,23455,6941,6497,10391,5303
12119,2020,1,중앙선,양평,3866,62954,42296,46680,39400,17605,3339,48728,40938,42290,44641,28110
12120,2020,1,중앙선,오빈,316,8962,4146,3674,3323,752,352,4366,3126,3681,5676,3422
12121,2020,1,중앙선,용문,2473,40320,31844,44484,20899,5782,2247,25345,40587,33074,26635,16096
12122,2020,1,중앙선,운길산,366,14322,9503,18216,12803,2975,573,17175,12845,8785,7977,5139
12123,2020,1,중앙선,원덕,884,10171,5002,5896,3921,632,436,4918,4791,5112,6132,3685
12124,2020,1,중앙선,중랑,16557,202137,67382,59017,54789,23636,4664,59054,43815,72422,140063,76770
12125,2020,1,중앙선,지평,0,2036,2,1048,337,34,0,1230,3,1065,494,1
12126,2020,1,중앙선,팔당,572,12446,9178,17595,19474,11164,339,24807,16985,12903,11652,4259
12127,2020,1,중앙선,회기,34765,606383,293464,330605,360535,193918,28300,380525,237346,276036,487465,301922
12128,2020,2,1호선,동대문,42052,212269,171357,200625,189230,107183,9478,265791,203841,179255,169340,103084
12129,2020,2,1호선,동묘앞,9901,90610,155983,256773,193946,44911,6963,206262,234164,212377,89465,34981
12130,2020,2,1호선,서울역,27718,505587,432747,512865,1137617,461056,21865,1390719,410552,415999,485759,210684
12131,2020,2,1호선,시청,4773,94193,124742,236104,673221,271670,9833,945858,199464,136920,108405,30861
12132,2020,2,1호선,신설동,27974,227206,155794,203924,345295,110021,8693,447587,154818,154788,189177,92283
12133,2020,2,1호선,제기동,14355,293018,299888,341959,271773,80000,7609,409146,330046,303835,193231,83151
12134,2020,2,1호선,종각,9418,116675,234429,428929,1160502,618954,12917,1539586,364350,280961,303720,60850
12135,2020,2,1호선,종로3가,13097,135408,332570,466061,654231,375279,9675,713531,486073,368692,254776,54547
12136,2020,2,1호선,종로5가,5455,123321,272258,423790,631876,216346,11623,785701,380832,299472,175439,39739
12137,2020,2,1호선,청량리(서울시립대입구),36214,462969,314984,366164,320365,119823,16109,375703,335168,354774,356885,157566
12138,2020,2,2호선,강남,31783,590868,689411,1109845,2263723,1550631,35450,2865985,980094,904177,1224626,380333
12139,2020,2,2호선,강변(동서울터미널),24838,975417,406972,396827,461894,258170,9603,464447,334581,453330,783106,402456
12140,2020,2,2호선,건대입구,51620,718395,299070,390018,583432,573934,19381,508897,389903,511597,975852,473803
12141,2020,2,2호선,교대(법원.검찰청),7369,344515,293226,454734,857384,443777,21946,1230007,430860,395164,472290,176250
12142,2020,2,2호선,구로디지털단지,112328,1521418,488229,523894,1277031,454985,21136,1558490,390814,514099,1111701,679025
12143,2020,2,2호선,구의(광진구청),37228,838409,236962,224039,275565,148886,8783,292846,174256,261796,585937,345538
12144,2020,2,2호선,낙성대(강감찬),33771,967411,289053,281336,337417,168803,6147,330482,200069,280195,663577,431541
12145,2020,2,2호선,당산,17851,476541,179379,196069,383122,183093,11535,521272,166254,207819,465275,246220
12146,2020,2,2호선,대림(구로구청),99201,784444,257171,259669,360361,135895,12834,445843,234694,300691,519316,367599
12147,2020,2,2호선,도림천,944,27883,13347,18153,22810,5412,1095,37565,10817,12298,18479,10679
12148,2020,2,2호선,동대문역사문화공원(DDP),24157,103294,111885,198870,299977,154433,4286,372979,184672,157084,179693,94641
12149,2020,2,2호선,뚝섬,11117,239712,131510,221465,602295,232488,5731,741107,205191,215799,270005,105509
12150,2020,2,2호선,문래,9663,383454,156713,199584,529530,191348,6843,676769,162412,176658,334072,153949
12151,2020,2,2호선,방배,7981,290627,154262,205557,390028,163158,10451,496612,154213,172149,263621,141526
12152,2020,2,2호선,봉천,43993,935174,261230,232711,237849,121797,6563,237254,175977,267934,584683,351907
12153,2020,2,2호선,사당,38546,855822,357802,411121,622772,481672,19392,626490,359516,487303,1032415,513200
12154,2020,2,2호선,삼성(무역센터),14917,228897,293829,589131,1710131,722969,27472,2256421,490932,403368,376308,111021
12155,2020,2,2호선,상왕십리,16238,435912,144008,143121,186174,83258,1979,229821,101911,135974,304094,162982
12156,2020,2,2호선,서울대입구(관악구청),92719,1482433,495102,526292,621969,400243,27870,591918,406221,531153,1170990,690645
12157,2020,2,2호선,서초,3674,235984,198322,287055,597233,211039,14078,880991,204771,180648,164444,73349
12158,2020,2,2호선,선릉,14181,332882,407483,756764,1700553,685437,19462,2091331,475446,395814,388413,145889
12159,2020,2,2호선,성수,16381,301246,196842,317084,1055189,369707,24800,1395495,290754,304249,349177,133348
12160,2020,2,2호선,시청,3190,86882,144993,234950,826040,250719,4429,1114672,162605,130776,107262,28906
12161,2020,2,2호선,신답,2865,64416,14997,13757,14707,5013,343,15454,10453,18462,54335,24154
12162,2020,2,2호선,신당,17834,340070,152276,176474,235381,112807,4020,280863,148816,176115,283921,143881
12163,2020,2,2호선,신대방,73454,1032058,271294,238160,285134,123025,6479,278934,174263,289063,647951,454542
12164,2020,2,2호선,신도림,112791,1265561,485168,553661,834941,471890,55971,833943,474708,559201,1090567,576227
12165,2020,2,2호선,신림,116679,2425372,660248,610363,654619,416017,14824,583376,422783,685968,1707288,1087479
12166,2020,2,2호선,신설동,3243,47833,45866,65514,78111,20386,2466,97125,52307,44979,38478,17632
12167,2020,2,2호선,신정네거리,22079,354430,99444,94786,92414,37670,7625,106390,73319,111524,270781,134149
12168,2020,2,2호선,신촌,19486,414274,337515,452451,646303,559690,7694,759534,455490,429227,646031,246852
12169,2020,2,2호선,아현,11974,283641,108320,127335,135776,51055,3138,163274,81117,105852,194865,115245
12170,2020,2,2호선,양천구청,12769,261005,72471,58491,57789,21641,4919,70892,45404,72007,186762,102457
12171,2020,2,2호선,역삼,10836,250106,295218,578975,1621077,576513,22310,2359727,471851,375395,361305,135893
12172,2020,2,2호선,영등포구청,16053,414941,194474,243585,536457,199741,11024,690681,193708,205940,347541,169317
12173,2020,2,2호선,왕십리(성동구청),23388,343794,158983,193078,259828,205285,3743,207377,127606,161810,336924,152856
12174,2020,2,2호선,용답,6763,87606,29655,29372,27471,11186,745,24777,19895,32487,62705,37960
12175,2020,2,2호선,용두(동대문구청),3083,55698,29133,32670,36129,11297,670,44010,26485,32906,46284,21174
12176,2020,2,2호선,을지로3가,2555,91033,123592,223342,691986,280325,5466,912541,175209,149620,165293,43656
12177,2020,2,2호선,을지로4가,2690,62886,116321,185061,425499,106091,3238,517003,158185,125161,77007,19855
12178,2020,2,2호선,을지로입구,6883,138746,234485,437348,1327826,541707,16005,1767745,368179,275400,257371,81875
12179,2020,2,2호선,이대,7654,200409,123083,166656,232507,123466,4887,280779,148077,142212,194904,100050
12180,2020,2,2호선,잠실(송파구청),32611,1396376,614270,761516,1328280,790351,17977,1331075,646302,751452,1339986,662735
12181,2020,2,2호선,잠실나루,7542,387663,153064,179804,218232,73478,4988,307829,136699,134175,249547,133825
12182,2020,2,2호선,잠실새내,13653,568444,210168,230149,277276,210800,7387,277892,204889,267237,538284,245245
12183,2020,2,2호선,종합운동장,5038,195796,70956,80839,104884,43264,4911,149881,61472,78266,151087,84365
12184,2020,2,2호선,충정로(경기대입구),8901,183089,89283,109465,246010,76173,3009,344729,84242,88802,141992,79013
12185,2020,2,2호선,한양대,3749,74180,63288,106219,181988,90362,925,269138,110267,84494,75932,38337
12186,2020,2,2호선,합정,22700,472431,239206,326429,685230,495735,11963,711634,363228,392372,667069,262177
12187,2020,2,2호선,홍대입구,52667,647674,383050,588359,1045275,1017414,26756,871205,721356,845124,1156116,433187
12188,2020,2,3호선,가락시장,7251,207146,101895,114260,167906,68664,5662,197967,88409,107526,163318,82964
12189,2020,2,3호선,경복궁(정부서울청사),7762,188038,138622,241625,512912,219299,4723,647422,205233,179335,198944,81212
12190,2020,2,3호선,경찰병원,7108,217265,76580,79104,116864,40857,3300,175508,63016,72042,136223,75710
12191,2020,2,3호선,고속터미널,13732,409264,489158,682400,956009,682510,10380,855523,652999,692291,745916,249149
12192,2020,2,3호선,교대(법원.검찰청),3570,110980,118897,184284,371708,190704,1902,347794,86284,79520,106305,31679
12193,2020,2,3호선,구파발,26256,734174,212707,239470,238512,114228,11708,310529,184249,213186,458235,244260
12194,2020,2,3호선,금호,13803,296717,94446,83221,84288,40841,1835,80983,62386,97643,197807,111243
12195,2020,2,3호선,남부터미널(예술의전당),7689,359896,275925,357464,801508,301718,3591,1001721,297379,329850,379534,147621
12196,2020,2,3호선,녹번,23544,550989,138081,125957,131600,46073,3861,148812,79626,123700,323841,187113
12197,2020,2,3호선,대청,10060,258989,95523,117590,156363,50925,3721,172486,66005,90457,171997,108200
12198,2020,2,3호선,대치,6814,219453,94736,120293,181663,146550,2197,215334,107586,129773,193702,88361
12199,2020,2,3호선,도곡,3108,91121,47133,69533,117010,43040,5919,164765,48654,46067,69746,35937
12200,2020,2,3호선,독립문,14759,179470,90418,106717,108791,37309,15595,179964,81724,86344,124995,65883
12201,2020,2,3호선,동대입구,3329,64261,55756,105290,229581,80755,4369,307071,94936,73942,72943,32466
12202,2020,2,3호선,매봉,4307,159589,83715,123427,320336,107469,2848,399223,85448,82539,132259,60378
12203,2020,2,3호선,무악재,5437,141364,42855,36843,42025,15550,752,46459,29512,44046,98286,58565
12204,2020,2,3호선,불광,25818,511125,187863,202586,220518,99866,3906,299880,191967,232406,397588,204220
12205,2020,2,3호선,수서,13548,372945,182892,205475,302843,136700,7702,391728,148841,186023,305746,168690
12206,2020,2,3호선,신사,10556,178444,201366,367872,866403,528512,4790,1032059,382277,376347,448922,113955
12207,2020,2,3호선,안국,5043,89270,117448,240130,667285,217967,4763,816460,234870,195888,135048,38067
12208,2020,2,3호선,압구정,8936,233040,248082,417353,858843,451890,12016,1184061,393008,340660,368301,104088
12209,2020,2,3호선,약수,17283,320035,145483,155085,207941,108986,10814,243744,115237,145844,265102,137868
12210,2020,2,3호선,양재(서초구청),14427,393091,276059,415117,1139677,440621,11741,1550451,337017,317184,473109,208885
12211,2020,2,3호선,연신내,77123,1363169,445433,430581,394816,230869,12713,384581,311506,451057,979062,541147
12212,2020,2,3호선,오금,9365,235003,61163,53385,76613,25651,4574,88078,38731,56585,130589,80628
12213,2020,2,3호선,옥수,9913,265827,104819,110869,128610,64344,5217,127942,83976,116645,228352,126428
12214,2020,2,3호선,을지로3가,1546,36927,62702,113947,363326,134128,3142,467742,100848,87300,95719,20774
12215,2020,2,3호선,일원,5467,209159,105604,136272,145585,34956,4515,237438,91823,81169,121102,77613
12216,2020,2,3호선,잠원,4319,170371,66623,67644,81712,37004,2051,96178,51440,64510,121559,68315
12217,2020,2,3호선,종로3가,1921,36543,74143,130541,314427,131971,2764,401486,173375,143753,102484,23152
12218,2020,2,3호선,지축,3650,137811,36409,34909,30171,8326,970,32269,23296,33981,88343,55097
12219,2020,2,3호선,충무로,1,3,5,13,29,13,0,0,0,0,0,0
12220,2020,2,3호선,학여울,1346,37859,19234,27035,39691,13554,644,52478,20726,21484,28908,15265
12221,2020,2,3호선,홍제,26057,602168,213034,201089,201804,78954,4515,226744,144744,206032,408080,220151
12222,2020,2,4호선,길음,25677,744286,211308,199474,217403,101004,5997,235451,154678,216904,494729,275456
12223,2020,2,4호선,남태령,1360,28165,13185,15099,20574,5169,463,28614,8587,10462,14002,7228
12224,2020,2,4호선,노원,34521,529066,209194,230864,257757,215233,11250,298186,208360,281395,556645,287756
12225,2020,2,4호선,당고개,24661,465011,147358,136741,132316,53353,3588,154989,100994,139007,271582,177274
12226,2020,2,4호선,동대문,20694,136021,251246,419985,549019,169519,8947,741262,359999,260217,128657,64789
12227,2020,2,4호선,동대문역사문화공원(DDP),25277,91302,106952,208642,454045,215402,5731,482287,170146,139907,167583,75236
12228,2020,2,4호선,동작(현충원),1551,55337,29189,38411,52074,25486,2360,62083,30060,37665,52706,24435
12229,2020,2,4호선,명동,1640,64576,121610,259285,554958,263834,3685,696077,258528,209501,155101,33560
12230,2020,2,4호선,미아(서울사이버대학),30155,504935,181660,178768,189700,80971,5345,227753,132817,185072,339471,188362
12231,2020,2,4호선,미아사거리,41536,938972,312964,330405,340106,198362,7077,336051,254690,363459,718560,370738
12232,2020,2,4호선,사당,29331,751826,263390,255016,327139,244171,14470,327053,195169,248171,549419,257020
12233,2020,2,4호선,삼각지,1354,63541,36763,49837,126216,48090,2320,158879,44796,46165,74711,33541
12234,2020,2,4호선,상계,36551,758975,205999,189822,174620,95068,2178,197711,143136,200813,456500,274795
12235,2020,2,4호선,서울역,13796,134819,86001,107400,347294,96497,5819,522354,144995,163410,195547,97911
12236,2020,2,4호선,성신여대입구(돈암),15571,483677,218996,250452,315377,223390,4842,283060,193915,247917,451162,238716
12237,2020,2,4호선,수유(강북구청),57188,1150572,388754,381427,427359,222065,11016,431642,280839,410530,866097,512644
12238,2020,2,4호선,숙대입구(갈월),8675,217442,125757,163036,295318,137624,2614,340539,125752,139820,214832,103215
12239,2020,2,4호선,신용산,3026,132910,106071,168422,484538,174453,4248,607869,137292,137319,174472,64163
12240,2020,2,4호선,쌍문,63744,1215154,328154,280624,273791,124426,4668,260974,191022,314471,744499,452209
12241,2020,2,4호선,이촌(국립중앙박물관),3331,139183,66717,92499,132899,52389,2145,191823,75128,85818,136452,64513
12242,2020,2,4호선,창동,52852,844371,303213,309805,324471,162120,21355,351684,259742,381325,677978,370825
12243,2020,2,4호선,총신대입구(이수),17637,502283,217058,233766,292277,177896,7549,359171,211135,274801,502847,212688
12244,2020,2,4호선,충무로,7979,133760,178424,321757,825257,354511,9819,1108019,286940,224838,224938,74685
12245,2020,2,4호선,한성대입구(삼선교),20183,336762,153024,177204,212825,102166,25068,240669,134904,157973,264480,145055
12246,2020,2,4호선,혜화,10268,256444,252973,431353,701011,536558,9234,829106,423438,411834,466468,145764
12247,2020,2,4호선,회현(남대문시장),5672,98054,241876,464778,717967,197097,2738,1034698,410990,254963,107583,35357
12248,2020,2,5호선,강동,32266,650062,205546,210786,339613,111102,8306,371336,145494,184453,376767,217776
12249,2020,2,5호선,개롱,10202,201015,67062,66983,81991,31858,5750,103274,49148,71699,148257,82220
12250,2020,2,5호선,개화산,9538,167180,55810,57625,74643,26022,3201,91134,44457,56417,103340,65609
12251,2020,2,5호선,거여,13140,260023,75904,81917,95491,31454,4841,118892,53187,79809,161511,91180
12252,2020,2,5호선,고덕,9640,260395,88464,103864,101292,46337,6952,129467,72290,90952,199618,101011
12253,2020,2,5호선,공덕,5806,204262,109027,142538,359800,146810,3946,487054,110096,114003,247352,85387
12254,2020,2,5호선,광나루(장신대),13896,394470,138448,160236,194284,75419,5976,243090,113760,128516,245902,133126
12255,2020,2,5호선,광화문(세종문화회관),2903,128355,171293,321585,1095623,401458,2805,1461071,285735,221795,233398,53435
12256,2020,2,5호선,군자(능동),20918,344707,101038,104245,147266,88447,19765,164012,90457,127890,315982,152555
12257,2020,2,5호선,굽은다리(강동구민회관앞),16996,322831,98273,88224,93334,45281,5546,96620,68530,98677,213672,116921
12258,2020,2,5호선,길동,12302,222623,86392,87120,104701,43418,3661,125294,73407,98044,181506,83642
12259,2020,2,5호선,김포공항,1194,66590,66894,97465,147224,90949,4468,145069,96898,97416,88659,20680
12260,2020,2,5호선,까치산,68103,1212350,312156,255142,236559,117398,10102,216250,191288,327559,796373,470288
12261,2020,2,5호선,답십리,24393,557140,147755,145802,210408,81859,7437,237333,108051,148924,359525,178642
12262,2020,2,5호선,동대문역사문화공원(DDP),611,13803,13507,24569,107417,27017,791,157799,20994,17194,16242,5636
12263,2020,2,5호선,둔촌동,10437,228966,84375,95631,127727,56409,1598,149883,74412,97773,185935,83372
12264,2020,2,5호선,마곡,5691,185029,69494,105123,171637,51647,6164,228099,65227,72397,118369,60580
12265,2020,2,5호선,마장,6763,164444,58853,62211,80664,35697,3148,104364,48381,56716,109806,56103
12266,2020,2,5호선,마천,15106,186049,56569,59162,61470,18730,3321,92727,46848,63551,113851,69036
12267,2020,2,5호선,마포,6851,259964,114960,137387,317761,141243,6979,424121,113757,114642,251693,98219
12268,2020,2,5호선,명일,12466,300434,89320,82381,78223,35221,4794,90843,63239,94813,233262,108492
12269,2020,2,5호선,목동,21054,573964,172598,170671,199686,114206,4571,237461,134124,198355,507582,244063
