,년도,분기,호선명,지하철역,시간대_00~06_승차_인원,시간대_06~11_승차_인원,시간대_11~14_승차_인원,시간대_14~17_승차_인원,시간대_17~21_승차_인원,시간대_21~24_승차_인원,시간대_00~06_하차_인원,시간대_06~11_하차_인원,시간대_11~14_하차_인원,시간대_14~17_하차_인원,시간대_17~21_하차_인원,시간대_21~24_하차_인원
13966,2021,1,2호선,선릉,8823,303577,372841,721943,1562856,666740,17266,1901648,463245,390277,342579,136709
13967,2021,1,2호선,성수,13543,274160,193196,321275,1118371,408694,12838,1465462,291326,312486,328037,117373
13968,2021,1,2호선,시청,2514,85506,139755,236632,783379,254386,3923,1026187,152774,128084,91926,27059
13969,2021,1,2호선,신답,2467,61509,15235,13690,12887,3954,252,13968,10700,19271,53696,25563
13970,2021,1,2호선,신당,14891,313716,148547,182011,220928,109211,3233,264028,152750,181486,274562,142242
13971,2021,1,2호선,신대방,63982,962469,263200,231885,248600,101234,4293,251512,170027,286581,629605,446785
13972,2021,1,2호선,신도림,98211,1167765,474778,540921,764113,429308,25081,774872,454936,543100,1006122,541810
13973,2021,1,2호선,신림,102030,2256293,636509,589622,583955,364111,10077,535232,416469,685091,1636334,1038893
13974,2021,1,2호선,신설동,2988,47002,43659,68440,72890,18964,1506,96574,52682,44472,38309,18167
13975,2021,1,2호선,신정네거리,19967,369657,105623,96464,83764,35055,3992,96216,77017,117335,285748,143507
13976,2021,1,2호선,신촌,11889,384779,323936,454607,596576,500524,7002,661024,429836,424925,568201,223296
13977,2021,1,2호선,아현,11740,283323,117903,129160,125990,48667,3092,152675,83907,112359,208598,126837
13978,2021,1,2호선,양천구청,11300,250352,71844,59862,55271,19329,3417,68017,46543,72866,189215,105577
13979,2021,1,2호선,역삼,8887,231826,286563,564288,1571535,595102,20295,2255525,448838,361741,332886,132668
13980,2021,1,2호선,영등포구청,14047,388869,196855,246297,526673,195771,8391,683679,193558,206924,324730,162271
13981,2021,1,2호선,왕십리(성동구청),18553,316002,154316,187485,239998,196258,2106,196281,127847,163102,298917,136365
13982,2021,1,2호선,용답,6523,82204,31891,33157,25592,8877,598,25625,22705,35521,60496,39324
13983,2021,1,2호선,용두(동대문구청),2961,55885,29209,35601,35235,9644,475,42771,27538,34057,46386,21309
13984,2021,1,2호선,을지로3가,2148,89667,124244,221138,658674,282792,4677,857771,170473,150257,133262,35812
13985,2021,1,2호선,을지로4가,2516,62996,110333,187619,396234,103647,3281,491196,151420,120221,66399,21859
13986,2021,1,2호선,을지로입구,4407,131413,236506,439424,1257212,504380,7547,1655739,354801,266290,230139,74672
13987,2021,1,2호선,이대,6482,198354,126051,172160,220556,108276,3676,257264,149682,144068,192459,112605
13988,2021,1,2호선,잠실(송파구청),28447,1258826,604933,794496,1240379,764816,12725,1224108,668541,787484,1249833,637144
13989,2021,1,2호선,잠실나루,7381,358650,152434,179368,194393,61801,4029,281886,134776,129991,234938,134838
13990,2021,1,2호선,잠실새내,10100,521718,208826,232746,266035,210070,3964,268410,203466,268436,485638,219851
13991,2021,1,2호선,종합운동장,3936,176922,70011,80228,94018,37803,3017,135195,58938,75238,139554,82574
13992,2021,1,2호선,충정로(경기대입구),7993,173208,89075,108927,226610,70901,2596,318790,77943,85317,134258,79953
13993,2021,1,2호선,한양대,2031,64444,61411,99797,173722,68901,575,243865,91309,68625,57432,34917
13994,2021,1,2호선,합정,17438,450661,237242,324584,636293,463050,8534,653801,347745,382527,595958,229710
13995,2021,1,2호선,홍대입구,26283,588507,383454,624537,1041442,1071083,12658,803316,766163,908927,1048280,337911
13996,2021,1,3호선,가락시장,6735,191367,103069,116657,160162,63569,3762,191921,90083,109861,151449,76437
13997,2021,1,3호선,경복궁(정부서울청사),6140,176311,138195,250058,491169,208191,4078,605296,206976,177936,176521,75367
13998,2021,1,3호선,경찰병원,6720,206998,74545,78250,114939,40502,2087,176905,62227,69326,135874,72819
13999,2021,1,3호선,고속터미널,12430,386833,486184,701270,905803,580557,8184,795305,636553,666871,666508,217692
14000,2021,1,3호선,교대(법원.검찰청),2736,105880,115283,173358,349278,180398,1502,323393,80423,75836,90867,28399
14001,2021,1,3호선,구파발,23808,662486,207439,235680,214741,94761,8016,278501,178765,212033,432795,236449
14002,2021,1,3호선,금호,12070,276408,94760,83692,79065,38376,1533,78317,63447,96610,197693,110713
14003,2021,1,3호선,남부터미널(예술의전당),6528,334108,276225,364105,774498,295664,3269,968994,297453,325271,358001,142954
14004,2021,1,3호선,녹번,23689,576586,149581,124167,117192,42385,1943,128919,82726,135665,364762,213765
14005,2021,1,3호선,대청,8850,243056,96167,115964,152407,47634,2978,166828,67696,92375,170144,106753
14006,2021,1,3호선,대치,6092,212827,105247,133371,189829,142604,2139,227258,120284,135935,187249,92437
14007,2021,1,3호선,도곡,2713,90422,48364,70894,118088,43470,2761,166699,51571,47449,70178,39652
14008,2021,1,3호선,독립문,13311,163075,88393,101660,97241,31436,5824,161803,81189,82979,117649,63451
14009,2021,1,3호선,동대입구,4001,63609,53969,102829,209966,79985,2904,281261,92121,69110,68212,32729
14010,2021,1,3호선,매봉,3307,166910,90720,131026,326261,115377,2017,404049,89514,88429,141893,66441
14011,2021,1,3호선,무악재,4301,134130,44172,38738,39456,14458,791,45264,29432,43408,98822,59271
14012,2021,1,3호선,불광,22520,478698,183833,203918,195477,84499,3248,263263,186478,225369,378051,194994
14013,2021,1,3호선,수서,12352,345040,176846,199450,285672,123293,6070,373506,147271,178044,294355,161538
14014,2021,1,3호선,신사,6274,165664,224309,407063,872556,547720,4144,1017064,403522,400858,386187,80812
14015,2021,1,3호선,안국,4206,83582,119743,254086,614324,196132,3715,735836,241526,197817,112126,34226
14016,2021,1,3호선,압구정,7376,221035,264835,439045,859038,466716,7048,1156820,416603,363600,342863,92135
14017,2021,1,3호선,약수,15562,295567,141653,151234,194353,102041,4624,224785,112470,145482,250014,130636
14018,2021,1,3호선,양재(서초구청),13032,387786,274346,404719,1089086,418141,7953,1469157,317389,309097,450726,209554
14019,2021,1,3호선,연신내,64853,1249764,423799,406157,343977,196512,7468,331446,305701,442168,910379,495765
14020,2021,1,3호선,오금,9587,215766,57698,51815,68288,23488,2428,81301,38015,54977,128946,77081
14021,2021,1,3호선,옥수,7492,241771,106226,114708,118852,55610,3483,123449,85852,115646,216388,121815
14022,2021,1,3호선,을지로3가,1297,35862,61031,113954,340162,129595,2319,439471,94949,82323,71876,14150
14023,2021,1,3호선,일원,5625,204193,115466,148619,150970,34613,4067,242709,101602,89081,123162,80935
14024,2021,1,3호선,잠원,2418,118628,53343,58584,69702,30031,1207,85132,44484,51426,91880,51618
14025,2021,1,3호선,종로3가,1125,32575,65912,119418,298333,123329,2643,362866,166158,134006,81609,15876
14026,2021,1,3호선,지축,4069,139312,38771,39377,29042,7348,1179,33356,23666,37053,93724,59316
14027,2021,1,3호선,충무로,2,4,6,12,24,19,0,0,0,0,0,0
14028,2021,1,3호선,학여울,1168,35355,19340,27799,38325,11919,697,50554,19720,20703,27690,15523
14029,2021,1,3호선,홍제,22475,564327,204513,195039,173492,65398,3649,200597,138311,205561,397553,213099
14030,2021,1,4호선,길음,23206,695603,208420,197172,195786,85372,5222,214015,148913,212940,490852,279117
14031,2021,1,4호선,남태령,1357,25322,13186,16265,22131,6655,364,32788,9626,10572,13128,7124
14032,2021,1,4호선,노원,27834,494810,203702,222342,226204,193324,6708,257784,202566,276172,501943,244456
14033,2021,1,4호선,당고개,21551,443152,146485,135688,112021,42023,363,133766,98133,136076,265183,177927
14034,2021,1,4호선,동대문,15729,110040,210899,378635,491115,144146,7692,653391,329737,236141,105992,53238
14035,2021,1,4호선,동대문역사문화공원(DDP),21237,85180,104778,203712,413879,192500,4308,428722,164886,138364,146341,60953
14036,2021,1,4호선,동작(현충원),1336,50460,29049,39877,43697,16227,881,52625,28253,37582,45241,22859
14037,2021,1,4호선,명동,1747,61223,119729,246783,521883,210188,2977,629418,226684,190181,128535,29343
14038,2021,1,4호선,미아(서울사이버대학),26789,463934,170832,168109,171226,67173,4110,204471,126976,184356,324134,181360
14039,2021,1,4호선,미아사거리,35902,864128,302381,317051,299349,168741,5186,303974,241373,352791,676798,339609
14040,2021,1,4호선,사당,25020,689009,247112,237738,288175,214585,5113,295363,183355,237890,476285,229638
14041,2021,1,4호선,삼각지,1535,61260,35682,49627,116502,52597,1055,146024,47748,48936,76758,34887
14042,2021,1,4호선,상계,33246,698409,203032,183794,156701,81510,538,180431,140550,198350,440321,275491
14043,2021,1,4호선,서울역,10464,128439,83009,101620,288133,89299,3796,445582,137082,151804,177527,93364
14044,2021,1,4호선,성신여대입구(돈암),13601,449409,212192,245613,289650,209145,4566,260067,193124,248350,425840,218351
14045,2021,1,4호선,수유(강북구청),49988,1058272,378962,370084,390320,199542,8763,402875,275199,411646,829429,461078
14046,2021,1,4호선,숙대입구(갈월),6565,199089,119019,154620,267428,131596,1811,311920,116397,133340,197809,97985
14047,2021,1,4호선,신용산,3427,133024,110739,172372,443631,181156,2177,555659,148629,146628,175239,66272
14048,2021,1,4호선,쌍문,58729,1121416,319209,269846,235416,99259,3697,238171,188608,308152,716090,439754
14049,2021,1,4호선,이촌(국립중앙박물관),3092,133994,71500,102265,137620,48875,1828,183604,86024,90516,128134,64296
14050,2021,1,4호선,창동,45751,769370,295323,312864,291029,139682,13565,316654,267212,371095,631220,339933
14051,2021,1,4호선,총신대입구(이수),15758,458369,209911,227693,274731,159744,2823,331494,202080,271901,454091,189907
14052,2021,1,4호선,충무로,6541,126964,161006,302689,778780,334717,8447,1036373,259401,201337,187328,65686
14053,2021,1,4호선,한성대입구(삼선교),16601,317949,151730,176026,194553,88812,7076,226447,128668,152877,252114,146309
14054,2021,1,4호선,혜화,6773,249424,262309,461616,701710,476966,7465,819647,425216,395958,382112,125824
14055,2021,1,4호선,회현(남대문시장),4128,89030,210850,424997,649133,195998,2490,922306,361997,229788,98423,32067
14056,2021,1,5호선,강동,29318,554757,189812,193241,291482,103176,6540,360107,143376,178602,357089,214959
14057,2021,1,5호선,강일,213,6089,2541,2245,1582,434,45,1642,1648,2358,4985,2968
14058,2021,1,5호선,개롱,9083,189048,69188,67755,81986,30690,4396,106595,51259,73080,144578,81165
14059,2021,1,5호선,개화산,10458,161389,56801,56088,64226,20288,1810,78154,43745,58037,103496,65887
14060,2021,1,5호선,거여,13082,259291,81380,83218,93624,31014,3529,123881,56907,82150,170204,91871
14061,2021,1,5호선,고덕,8879,244315,96957,113623,110171,48728,5603,142636,79998,97671,185338,96150
14062,2021,1,5호선,공덕,4370,205146,109192,141331,355510,152443,3096,479178,108732,114042,230984,86403
14063,2021,1,5호선,광나루(장신대),13091,368148,137150,154955,173795,67425,4169,219939,113607,123998,232271,134828
14064,2021,1,5호선,광화문(세종문화회관),2430,126339,169890,336375,997305,383640,2078,1314155,277625,218368,206653,47194
14065,2021,1,5호선,군자(능동),18527,328040,102557,104065,144460,88373,8695,161085,93654,130650,305291,151751
14066,2021,1,5호선,굽은다리(강동구민회관앞),17043,315798,103540,93781,93098,43381,3702,98953,71139,106205,218362,122658
14067,2021,1,5호선,길동,12383,216184,90360,92477,107185,45313,2835,129672,79298,105847,176082,86477
14068,2021,1,5호선,김포공항,916,70130,78731,125093,163867,106533,4993,167631,114140,121318,101463,20691
14069,2021,1,5호선,까치산,62427,1132089,305961,254437,210131,102173,5664,194704,195343,331997,779117,460126
14070,2021,1,5호선,답십리,23068,529094,144059,144635,197216,74038,4249,220280,110170,148140,349572,182413
14071,2021,1,5호선,동대문역사문화공원(DDP),480,14487,13462,24951,105910,29023,704,153170,20811,18547,16659,7583
14072,2021,1,5호선,둔촌동,9603,222567,86970,103382,133022,52833,3044,155264,77881,101959,180349,81763
14073,2021,1,5호선,마곡,5530,181829,77758,113385,206756,65631,4178,264802,79710,84428,131745,67562
14074,2021,1,5호선,마장,6341,156790,60840,63773,77610,31805,2431,101535,50242,58844,102949,56746
14075,2021,1,5호선,마천,16201,212611,65366,63040,57766,17735,2695,83448,50324,70671,138917,80540
14076,2021,1,5호선,마포,6293,244428,114333,145917,313842,144217,4931,421150,113611,118449,232934,95567
14077,2021,1,5호선,명일,11414,289508,94105,87159,76776,35691,3360,91598,67964,101082,226626,109725
14078,2021,1,5호선,목동,19248,533517,166849,169252,186346,108093,3421,222962,135718,195770,478773,234144
14079,2021,1,5호선,미사,15087,504920,127690,125179,136085,75574,3995,144410,83585,125617,373090,226434
14080,2021,1,5호선,발산,7442,238645,165045,244893,449236,216053,7237,588043,189190,189829,267236,103040
14081,2021,1,5호선,방이,6098,159267,67088,76715,115973,71590,2612,148765,66422,82055,137452,64452
14082,2021,1,5호선,방화,12034,220986,78285,76937,65477,21730,1202,87162,54155,72234,142033,89030
14083,2021,1,5호선,상일동,23386,656221,163987,146803,138320,45302,6557,150833,97795,149252,405421,242419
14084,2021,1,5호선,서대문,6821,191881,128674,193128,535922,168572,3973,786165,128058,110145,142918,69048
14085,2021,1,5호선,송정,8930,191043,75853,76371,86908,36599,3539,99477,60858,79191,127986,75457
14086,2021,1,5호선,신금호,7382,201757,64234,64371,68231,30168,1310,89483,50444,71499,150888,80489
14087,2021,1,5호선,신길,4116,124415,29932,31479,66814,23738,1178,83413,26568,33243,99031,64420
14088,2021,1,5호선,신정(은행정),30728,583401,126889,100539,98091,38325,1813,101653,70698,123548,300638,179595
14089,2021,1,5호선,아차산(어린이대공원후문),22188,437054,162173,184860,169324,78272,4251,198516,150414,173070,336186,171306
14090,2021,1,5호선,애오개,5258,168648,65127,72669,116715,37430,3751,159113,51956,63943,122961,64627
14091,2021,1,5호선,양평,4569,189948,57500,63513,155995,39610,1856,198609,44930,56472,132382,72608
14092,2021,1,5호선,여의나루,2985,59646,49631,134640,334636,147674,4047,391563,115966,150250,113770,38550
14093,2021,1,5호선,여의도,4947,124870,137028,274192,982141,351217,9303,1284137,206326,171677,182296,57783
14094,2021,1,5호선,영등포구청,2326,73143,34252,42960,92532,28282,1216,118014,31889,36424,57626,27797
14095,2021,1,5호선,영등포시장,6492,196445,88761,120466,193545,70772,2349,240479,105232,104773,159804,82790
14096,2021,1,5호선,오금,2827,74477,36203,44827,75288,23658,1584,104637,25956,31299,52201,30479
14097,2021,1,5호선,오목교(목동운동장앞),11140,430464,201377,260411,420332,263739,3909,526992,242153,268427,464421,183986
14098,2021,1,5호선,올림픽공원(한국체대),2226,104387,44847,57144,63352,17550,2164,71899,37251,41197,60772,34889
14099,2021,1,5호선,왕십리(성동구청),4566,68015,43519,56582,89830,58941,2886,106686,52865,63326,91883,34590
14100,2021,1,5호선,우장산,15792,455005,161970,159815,130256,53226,3175,159534,118633,167333,331508,181230
14101,2021,1,5호선,을지로4가,996,21897,42416,78216,197616,56492,943,256522,68279,49305,26012,7201
14102,2021,1,5호선,장한평,16973,501384,155513,174709,312408,104541,4641,388982,129015,164687,371921,185954
14103,2021,1,5호선,종로3가,1912,43002,90532,174020,315874,209194,1389,292506,196795,172105,133617,23481
14104,2021,1,5호선,천호(풍납토성),16762,290269,196577,261513,340637,223371,5242,322512,212438,250903,363303,149050
14105,2021,1,5호선,청구,3601,80474,39036,44621,78765,33242,935,83768,30897,38223,65026,37778
14106,2021,1,5호선,충정로(경기대입구),2716,69357,36099,44144,132887,35323,809,171471,28831,30571,55003,34907
14107,2021,1,5호선,하남검단산,524,8273,5375,6300,4366,1671,131,4849,5555,5962,6087,3559
14108,2021,1,5호선,하남시청(덕풍?신장),448,8196,4687,4316,3756,1409,153,3286,3618,4705,6693,3870
14109,2021,1,5호선,하남풍산,5495,156982,42273,48646,72143,30919,1481,88414,42422,51722,111818,60485
14110,2021,1,5호선,행당,9627,305290,86590,73545,67424,32792,2401,74167,56000,81262,193844,103904
14111,2021,1,5호선,화곡,53940,1056213,292829,253453,237803,102047,6129,238287,177148,292771,727576,399361
14112,2021,1,6호선,고려대(종암),9065,192351,75908,90486,123248,50639,2329,145644,63401,73313,142100,89236
14113,2021,1,6호선,공덕,11882,225414,150407,201368,458257,201148,8267,571571,141988,149517,225869,104050
14114,2021,1,6호선,광흥창(서강),6459,185841,84482,94384,170330,59996,3413,215127,67157,81519,137434,76201
14115,2021,1,6호선,구산,12099,259807,82933,76515,60469,28658,1296,63362,50018,72942,137608,72262
14116,2021,1,6호선,녹사평(용산구청),2250,60025,39439,62581,107487,75224,1370,114429,53362,61902,77298,33437
14117,2021,1,6호선,대흥(서강대앞),5033,152498,77853,92834,143265,70385,2380,189519,78674,85205,130486,67353
14118,2021,1,6호선,독바위,4802,109368,31567,28991,18509,6647,1110,32028,23495,31515,76059,46072
14119,2021,1,6호선,돌곶이,16124,301509,90603,85722,88871,36389,3063,105544,65418,91067,196204,111177
14120,2021,1,6호선,동묘앞,11577,116907,105455,152647,156395,52064,3378,188872,111494,110596,104691,60687
14121,2021,1,6호선,디지털미디어시티,14235,360486,98743,116257,266262,68873,9376,392434,86459,112136,257244,140264
14122,2021,1,6호선,마포구청,17410,393295,141520,141391,202257,84549,4618,225310,103455,135235,257136,152343
14123,2021,1,6호선,망원,12993,290498,144388,184308,243958,150261,1906,243256,196277,235334,306898,125176
14124,2021,1,6호선,버티고개,1758,57551,23876,25830,36630,13448,1034,38429,18829,24893,42495,26976
14125,2021,1,6호선,보문,8622,202950,71811,75852,99798,42920,2753,118993,50603,63561,135514,88037
14126,2021,1,6호선,봉화산(서울의료원),12493,346091,85496,73668,68116,25621,4052,85042,57680,84536,208995,124053
14127,2021,1,6호선,불광,3464,95270,52756,72795,64521,29019,1020,68226,47237,58137,92484,43705
14128,2021,1,6호선,삼각지,3179,81174,53023,72817,130557,56141,2140,141985,42620,43005,68738,43058
14129,2021,1,6호선,상수,2843,95274,59035,89160,161214,146299,2131,161958,109749,120920,164938,54361
14130,2021,1,6호선,상월곡(한국과학기술연구원),11764,219754,63439,56864,60178,19192,1814,70866,40354,58547,127504,80027
14131,2021,1,6호선,새절(신사),23735,481865,132769,120485,103062,41805,5331,110436,89117,137502,313822,184349
14132,2021,1,6호선,석계,23158,440202,130825,114207,101880,55703,6974,111275,91759,146800,333194,178497
14133,2021,1,6호선,신내,0,4,2,4,8,2,0,0,0,0,0,0
14134,2021,1,6호선,신당,20327,97867,74910,96316,153321,94543,4784,239101,71615,63835,106377,59345
14135,2021,1,6호선,안암(고대병원앞),3282,102546,96719,144809,211445,118397,3992,264190,117059,99666,122121,71427
14136,2021,1,6호선,약수,2917,56446,35761,43954,68240,34620,678,97071,35598,40002,51132,22076
14137,2021,1,6호선,역촌,4796,132274,41145,37150,33822,13304,531,54116,34438,46263,106028,57918
14138,2021,1,6호선,연신내,0,11,8,7,4,6,0,0,0,0,0,0
14139,2021,1,6호선,월곡(동덕여대),15980,341668,114633,115035,136457,54188,2687,154902,90014,125091,254963,136140
14140,2021,1,6호선,월드컵경기장(성산),2674,80239,50843,95421,78707,31820,2694,76961,77187,81865,76301,31563
14141,2021,1,6호선,응암,27309,652506,190815,168910,143289,65613,4565,144827,127530,200307,473355,272651
14142,2021,1,6호선,이태원,5362,113812,81044,131190,201844,168362,3563,197136,115986,141661,180619,71527
14143,2021,1,6호선,증산(명지대앞),18923,370323,110451,97947,86325,36229,3437,86129,73769,119382,265958,154610
14144,2021,1,6호선,창신,5713,128294,34814,34265,30465,13140,990,45953,20957,29398,62635,40652
14145,2021,1,6호선,청구,4260,77087,33733,39769,76382,34716,1669,129255,31895,37535,50365,28752
14146,2021,1,6호선,태릉입구,10532,165934,56946,55206,56185,28869,3605,63158,46782,64723,143880,78292
14147,2021,1,6호선,한강진,1344,40109,36182,95873,215336,150936,3229,265382,112433,104591,107731,22744
14148,2021,1,6호선,합정,8430,157502,108733,159482,273747,219769,3191,276166,141965,156381,226169,85665
14149,2021,1,6호선,화랑대(서울여대입구),13406,445612,103507,92884,80643,26794,3833,85433,55799,82489,231769,134536
14150,2021,1,6호선,효창공원앞,5427,170207,68524,76425,118594,41874,2181,130621,56552,67894,116155,63838
14151,2021,1,7호선,가산디지털단지,22611,227897,212095,406043,1749815,483576,16938,2221203,282362,235107,224923,93478
14152,2021,1,7호선,강남구청,3229,90801,96123,183928,485292,247921,5413,743731,166254,124994,121024,49813
14153,2021,1,7호선,건대입구,8649,158460,108757,168742,247574,181109,6190,262588,146915,160245,226181,88041
14154,2021,1,7호선,고속터미널,2903,167207,166695,242081,352249,203880,7876,445949,165227,139859,125169,53935
14155,2021,1,7호선,공릉(서울과학기술대),16165,337058,125067,137209,140622,70373,3841,156245,100840,137800,266530,147826
14156,2021,1,7호선,광명사거리,57308,745517,234140,240047,234406,105082,15407,261968,204726,278256,550712,266838
14157,2021,1,7호선,군자(능동),21315,427289,135749,140600,198159,113854,3360,179638,87697,126550,273427,148605
14158,2021,1,7호선,굴포천,16452,304487,83937,79419,85170,45687,3565,93985,64732,93721,247740,135471
14159,2021,1,7호선,까치울,9699,280731,72493,69608,66932,27610,1960,72183,52323,71544,193431,111289
14160,2021,1,7호선,남구로,52140,308704,111217,130093,405808,114754,5748,551596,114722,133707,237911,129363
14161,2021,1,7호선,남성,14342,403437,116527,103631,97971,52509,2797,114028,83654,122435,259889,146251
14162,2021,1,7호선,내방,6068,214771,118328,159889,354601,134637,6962,476681,119493,125836,184743,87839
14163,2021,1,7호선,노원,17510,370228,241814,288233,293960,191268,8091,372267,249912,297137,381807,146206
14164,2021,1,7호선,논현,5108,136804,126296,213430,590078,314267,4364,859829,185387,178168,196217,69707
14165,2021,1,7호선,대림(구로구청),28514,180535,93996,107597,122257,56682,2373,136418,101163,108878,151990,81785
14166,2021,1,7호선,도봉산,11897,364690,82580,93105,66338,19831,4736,135006,98887,101988,250816,168994
14167,2021,1,7호선,뚝섬유원지,11565,224970,70302,86845,111571,69603,1626,94800,68847,111573,181160,101883
14168,2021,1,7호선,마들,25218,486335,135942,112751,80299,33578,5885,101409,89807,133200,307745,180502
14169,2021,1,7호선,먹골,19009,346359,110149,100773,102369,44260,3089,106276,79466,118048,251034,141355
14170,2021,1,7호선,면목,32066,567364,155856,142911,145179,57657,3937,166369,114176,179938,381617,221306
14171,2021,1,7호선,반포,2066,82894,51106,82844,118250,69208,1817,164808,67258,57099,68203,31183
14172,2021,1,7호선,보라매,14330,241790,87050,103155,168450,59970,4097,222053,72502,84531,181109,97610
14173,2021,1,7호선,부천시청,14291,346973,112232,131789,171412,108837,6951,199541,109295,135341,279543,130417
14174,2021,1,7호선,부천종합운동장,8203,153378,45529,44107,57241,17074,2399,77763,32251,37838,84780,48149
14175,2021,1,7호선,부평구청,21460,463371,95886,82716,103730,40516,4824,106853,53656,82130,249056,162268
14176,2021,1,7호선,사가정,30467,559447,176435,164292,170609,84550,5438,197740,131034,196277,415755,220416
14177,2021,1,7호선,삼산체육관,7786,190386,47134,42555,34467,14565,1947,35177,29306,44192,117993,70873
14178,2021,1,7호선,상도,11345,315621,109130,109477,115105,60414,4481,136770,81655,109056,228531,134407
14179,2021,1,7호선,상동,10743,312748,116613,143247,181169,124080,6250,218482,127067,144862,274964,128250
14180,2021,1,7호선,상봉(시외버스터미널),27858,523932,161581,177636,221812,116637,5876,231597,133554,176357,384402,203848
14181,2021,1,7호선,수락산,23186,431726,141807,149160,128579,48799,4111,164173,113486,138315,296994,181848
14182,2021,1,7호선,숭실대입구(살피재),14141,365671,120908,125220,132458,69618,3569,144516,102084,136399,285392,164750
14183,2021,1,7호선,신대방삼거리,26351,548905,160122,154477,179427,82010,4750,218061,114714,165417,383071,213434
14184,2021,1,7호선,신중동,13577,371345,126214,143235,230972,114932,5395,284079,113268,134756,292699,140159
14185,2021,1,7호선,신풍,25452,405393,115300,109459,123651,49665,5107,147781,84351,119777,272662,151779
14186,2021,1,7호선,어린이대공원(세종대),7927,230956,107290,152209,238195,111631,2544,292789,120112,123340,182200,109704
14187,2021,1,7호선,온수(성공회대입구),18484,425381,88963,83674,83511,29878,9255,109476,56893,86767,259891,142371
14188,2021,1,7호선,용마산(용마폭포공원),12723,234805,61120,55667,51722,18412,2117,70422,44615,63931,143953,94665
14189,2021,1,7호선,이수,10840,313693,151142,185564,261191,180663,3796,296494,142858,175755,308644,132784
