,년도,분기,호선명,지하철역,시간대_00~06_승차_인원,시간대_06~11_승차_인원,시간대_11~14_승차_인원,시간대_14~17_승차_인원,시간대_17~21_승차_인원,시간대_21~24_승차_인원,시간대_00~06_하차_인원,시간대_06~11_하차_인원,시간대_11~14_하차_인원,시간대_14~17_하차_인원,시간대_17~21_하차_인원,시간대_21~24_하차_인원
14347,2021,1,경의선,디지털미디어시티,2255,70610,24355,27001,33321,12744,1527,33901,16182,22101,57018,29905
14348,2021,1,경의선,문산,9259,132969,62134,63792,67138,21998,2796,84211,52118,63109,83038,59308
14349,2021,1,경의선,백마,8805,240026,65857,60379,62141,25513,3246,75435,40543,58506,158967,97549
14350,2021,1,경의선,서강대,846,33197,19824,26048,36581,23500,303,48266,21617,22806,27647,15277
14351,2021,1,경의선,서울역,2272,22161,17804,36860,137480,31621,214,214933,34828,20662,28538,9506
14352,2021,1,경의선,수색,2041,37486,17378,25073,68410,18709,1470,93482,19169,19553,26814,13772
14353,2021,1,경의선,신촌,383,6477,5454,9764,22714,8208,103,35700,10505,6591,8229,2472
14354,2021,1,경의선,야당,9178,195815,63866,64180,63440,47819,3399,64859,45986,69932,157885,77886
14355,2021,1,경의선,운정,8403,219247,60915,57777,62763,20533,2846,72691,38669,60845,143183,79409
14356,2021,1,경의선,월롱,1083,20326,18722,27441,67414,16995,582,75769,14719,13655,18548,15567
14357,2021,1,경의선,일산,16242,328618,94003,87297,76012,32174,5814,91706,68271,93128,233221,125844
14358,2021,1,경의선,임진강,0,134,4,669,983,0,0,713,4,381,164,0
14359,2021,1,경의선,탄현,12095,268929,74732,68757,64028,31747,4994,69814,46618,69783,195466,103037
14360,2021,1,경의선,파주,2157,22304,13568,17502,22620,4294,290,26796,10139,7760,9775,7145
14361,2021,1,경의선,풍산,8589,177078,57274,57837,52322,27538,1348,58708,43951,54117,116018,77230
14362,2021,1,경의선,행신,7918,275911,72283,61954,70998,38512,4432,76611,51520,71800,215058,102304
14363,2021,1,경의선,홍대입구,594,14655,10868,19301,36773,34629,385,37950,24619,27832,28442,11038
14364,2021,1,경의선,화전,1325,32079,17746,23492,28579,7892,939,34619,16985,16194,20947,14581
14365,2021,1,경의선,효창공원앞,1302,51476,23704,29514,69043,21122,705,94147,23883,26791,46797,30742
14366,2021,1,경인선,간석,13558,187574,63440,61417,58208,27233,4282,61377,48534,64357,131142,74956
14367,2021,1,경인선,개봉,47597,750504,233923,206375,197704,87968,16166,220396,160024,249693,595724,304149
14368,2021,1,경인선,구일,10548,206208,64443,64121,63765,25088,4112,77767,43583,65702,162371,84561
14369,2021,1,경인선,도원,6892,59741,37432,46475,44290,13118,2747,72322,29694,37355,43544,23660
14370,2021,1,경인선,도화,11150,132560,48428,45559,42257,13656,3121,51668,34221,47294,79724,48327
14371,2021,1,경인선,동암,51732,480040,170264,158813,166168,79239,16030,179998,129699,177640,363969,227621
14372,2021,1,경인선,동인천,22356,314178,159324,189095,232143,77308,10347,243999,147503,159025,234627,135714
14373,2021,1,경인선,백운,18987,238493,83945,71952,66137,24588,6326,73980,59259,81531,166281,100869
14374,2021,1,경인선,부개,27300,296108,92732,80554,74678,28849,8020,82942,63867,93098,196088,113126
14375,2021,1,경인선,부천,95305,921120,361277,392353,395517,254544,17384,383788,359982,445146,808729,385258
14376,2021,1,경인선,부평,72008,717980,323484,378549,416829,346151,19799,353605,379971,493906,781902,339948
14377,2021,1,경인선,소사,46317,311620,107371,93541,84855,33313,8679,104991,82224,105464,210042,120941
14378,2021,1,경인선,송내,44108,812842,261660,253907,383234,149294,23914,480402,187380,240838,597728,341561
14379,2021,1,경인선,역곡,70161,975783,277743,254214,240264,119590,12084,262477,209512,297154,715899,399780
14380,2021,1,경인선,오류동,30837,423416,136407,116328,99514,44112,6077,107087,89454,134333,291006,166905
14381,2021,1,경인선,온수(성공회대입구),14218,195435,77937,77491,71065,26559,3998,91119,51910,71319,147048,82403
14382,2021,1,경인선,인천,3635,48268,39451,69400,76806,22924,3570,58690,55232,46466,23716,12808
14383,2021,1,경인선,제물포,20529,293315,116039,118893,133880,40549,6441,161416,80922,100596,199151,129066
14384,2021,1,경인선,주안,36024,510466,210550,216089,248512,133037,12881,238989,142799,190899,385229,230151
14385,2021,1,경인선,중동,28848,315934,96566,85616,82531,32784,5531,96471,70961,96823,209116,119915
14386,2021,1,경춘선,가평,1395,30151,22696,21705,21800,6360,744,26862,21699,22266,20732,9754
14387,2021,1,경춘선,갈매,3489,109022,25426,26261,28048,15055,1801,35772,18285,25988,66488,31733
14388,2021,1,경춘선,강촌,290,4239,5693,11404,7219,1361,99,10418,8235,5220,3351,1806
14389,2021,1,경춘선,굴봉산,89,1915,1976,2990,1280,219,19,3303,2119,1634,1165,533
14390,2021,1,경춘선,금곡,3334,43349,18426,16421,20332,4991,1055,27643,12113,17535,28495,12689
14391,2021,1,경춘선,김유정,135,3405,4025,8855,4777,687,87,6469,7581,4534,2823,1071
14392,2021,1,경춘선,남춘천,4297,44192,32400,43074,30510,14952,2515,30439,41200,33463,40960,21993
14393,2021,1,경춘선,대성리,405,8395,7464,9257,8943,1627,119,8766,6969,6803,5297,2646
14394,2021,1,경춘선,마석,3608,118067,44914,43721,43507,16774,2152,60849,37027,43692,79127,41772
14395,2021,1,경춘선,백양리,47,1043,2313,3290,3394,1277,119,4390,2573,1670,900,807
14396,2021,1,경춘선,별내,2472,72138,25829,34248,37509,16173,3002,51035,23407,28215,54647,23178
14397,2021,1,경춘선,사릉,6316,119655,31972,27584,39454,9486,2447,51143,19576,28929,79768,39774
14398,2021,1,경춘선,상천,214,5634,3841,6953,3457,481,137,5747,4795,3278,2977,1441
14399,2021,1,경춘선,신내,1693,38270,15372,19846,24114,6044,1504,38124,11789,15804,27225,11038
14400,2021,1,경춘선,천마산,2553,59845,20385,17328,12583,4192,1056,17721,14680,20160,34928,20330
14401,2021,1,경춘선,청평,1943,35780,23905,21297,17059,4978,660,22110,18176,23310,25326,11957
14402,2021,1,경춘선,춘천,1942,18809,16609,30803,22232,6234,896,20665,25354,18105,15145,7545
14403,2021,1,경춘선,퇴계원,6354,133205,37083,30882,34022,11606,2527,39697,24393,34317,86118,45487
14404,2021,1,경춘선,평내호평,14516,198386,64772,59171,58397,31659,5486,73050,47668,65253,145576,73615
14405,2021,1,공항철도 1호선,검암,17171,256175,62524,53537,69381,23860,4716,85478,35549,53930,169726,107923
14406,2021,1,공항철도 1호선,계양,19194,380700,88464,66015,53131,19502,3648,48343,39344,74125,243730,159090
14407,2021,1,공항철도 1호선,공덕,2696,42844,18289,19632,43063,21846,1842,60012,22013,26208,58182,26938
14408,2021,1,공항철도 1호선,공항화물청사,1051,20626,8405,26744,82214,20693,1529,126660,20622,8289,9460,7879
14409,2021,1,공항철도 1호선,김포공항,5284,133315,136630,171847,204149,174229,4555,188398,85611,84753,85937,20622
14410,2021,1,공항철도 1호선,디지털미디어시티,7698,159953,67568,101349,421961,135320,3991,450952,78501,70879,134528,62762
14411,2021,1,공항철도 1호선,마곡나루(서울식물원),3754,86627,35428,63806,239681,58140,5886,282000,36658,37745,70129,37595
14412,2021,1,공항철도 1호선,서울역,5124,89657,76429,94572,149653,82262,3642,164842,80165,75780,95816,46372
14413,2021,1,공항철도 1호선,영종,5224,90065,37439,33718,27895,13354,2648,30904,25200,35262,63450,46005
14414,2021,1,공항철도 1호선,운서,15152,165191,70188,72067,79295,41958,4701,101606,46016,66589,129855,88545
14415,2021,1,공항철도 1호선,인천공항1터미널,2282,47855,26463,53216,98286,36055,7768,126092,54143,39986,32949,15669
14416,2021,1,공항철도 1호선,인천공항2터미널,2020,29527,13312,33238,56931,16927,4530,70265,28706,18190,16334,5557
14417,2021,1,공항철도 1호선,청라국제도시,9115,208056,53441,50615,97797,25206,3085,97609,30524,43189,138011,94891
14418,2021,1,공항철도 1호선,홍대입구,5764,90150,65360,112213,190760,183010,2783,153622,130073,138573,159184,55743
14419,2021,1,과천선,경마공원,565,22442,12056,16220,27964,3931,663,34002,11494,11892,15146,8778
14420,2021,1,과천선,과천,4827,177558,62951,70549,58016,15282,1669,73718,37317,50967,114385,72766
14421,2021,1,과천선,대공원,215,13343,34135,77204,64456,8051,967,100155,59971,35978,8544,2789
14422,2021,1,과천선,범계,17738,636441,238192,279489,377020,256829,8096,433588,234344,278733,542631,248927
14423,2021,1,과천선,선바위,2883,182021,68510,85522,175569,52607,2986,202186,52406,58977,113385,65562
14424,2021,1,과천선,인덕원,20450,612560,208001,223524,418346,156643,7000,534525,152277,203644,480736,278892
14425,2021,1,과천선,정부과천청사,4244,146415,76976,114797,244018,70534,2847,315482,69511,75192,121511,63551
14426,2021,1,과천선,평촌,9191,410597,133182,157580,354169,139452,6608,476135,116993,130356,290926,156190
14427,2021,1,분당선,가천대,13694,187102,74880,95318,96202,35522,2794,132890,74362,79024,154887,117958
14428,2021,1,분당선,강남구청,2928,88046,76096,112134,263855,110202,2475,353232,107563,103213,127500,49946
14429,2021,1,분당선,개포동,1864,77949,37037,49118,60160,26214,2453,81091,31770,36438,66594,39027
14430,2021,1,분당선,구룡,1079,31429,18808,31122,31076,8333,1486,51246,12923,15529,22669,14475
14431,2021,1,분당선,구성,6313,168203,50881,46321,46202,17647,1457,55749,33702,49310,126303,77160
14432,2021,1,분당선,기흥,14209,295184,92560,92614,107672,54589,2483,95246,64911,86984,228801,136808
14433,2021,1,분당선,대모산입구,4978,85481,35978,45804,59290,11854,3618,83347,24667,31640,49125,30899
14434,2021,1,분당선,도곡,3149,97813,66147,92002,143322,53039,3136,184574,59256,60159,91043,49831
14435,2021,1,분당선,망포,12178,364562,112336,124612,253110,102908,7526,266283,80683,109438,279949,175892
14436,2021,1,분당선,매교,6768,76543,26385,32278,42877,11593,2802,56687,24963,31030,54323,29082
14437,2021,1,분당선,매탄권선,8080,155629,45754,46666,57498,21875,2444,59489,28050,43228,112345,69750
14438,2021,1,분당선,모란,40340,562589,240141,262643,256649,121579,9246,298551,230050,291619,399771,243290
14439,2021,1,분당선,미금,10334,284972,185063,226806,250013,131046,4738,331798,175427,195726,274033,157633
14440,2021,1,분당선,보정,2495,76600,26125,26271,25735,9842,401,32634,15619,23314,43736,28982
14441,2021,1,분당선,복정,3,13,4,7,11,2,0,0,0,0,0,0
14442,2021,1,분당선,상갈,7141,173291,56830,51335,66238,23904,2082,69591,37534,52101,118687,81511
14443,2021,1,분당선,서울숲,6356,161224,64748,106680,224666,80776,2565,246605,88955,100147,142123,68054
14444,2021,1,분당선,서현,12440,353926,232537,320286,506451,328189,9646,580894,274179,310661,415157,172333
14445,2021,1,분당선,선릉,2965,64441,77705,151339,417506,165994,4598,792653,169419,134250,138734,44566
14446,2021,1,분당선,선정릉,2429,62625,53503,85667,248181,86665,3069,338006,66513,61292,67523,32231
14447,2021,1,분당선,수내,6540,188692,117287,168579,286258,150607,6468,362782,128402,132944,186648,91527
14448,2021,1,분당선,수서,9114,264177,140423,154153,233392,109327,8248,313364,117361,139864,234614,126942
14449,2021,1,분당선,수원,12975,192859,71936,92085,131031,95472,2492,107259,74660,86477,152825,64210
14450,2021,1,분당선,수원시청,10678,227382,117526,152430,230836,152739,4619,279636,128942,138997,264491,117448
14451,2021,1,분당선,신갈,6412,161277,50579,45806,33704,11881,1254,42252,33093,47435,108370,70179
14452,2021,1,분당선,압구정로데오,3364,76598,116627,241648,552370,352395,2853,668920,266799,231904,237053,41216
14453,2021,1,분당선,야탑,17810,534704,263197,307038,473340,202726,10289,600218,251572,286410,465181,242881
14454,2021,1,분당선,영통,5875,153956,80138,99917,141473,96272,3667,150603,83390,95352,161351,87303
14455,2021,1,분당선,오리,12282,285045,119527,132633,200578,78650,3535,230268,88282,102353,168268,103021
14456,2021,1,분당선,이매,6654,135944,59499,65433,84380,32664,3927,97094,46614,56588,97125,61961
14457,2021,1,분당선,정자,10569,275312,138167,185240,346951,211800,5670,456662,134023,157106,298094,153709
14458,2021,1,분당선,죽전,14628,328753,127216,154712,196680,119181,10025,219309,136357,167147,301669,182653
14459,2021,1,분당선,청명,5806,136442,39197,39244,50787,17121,2459,53013,25488,38427,91730,60534
14460,2021,1,분당선,태평,39755,482931,148141,136180,128704,51094,5594,145871,112479,175073,300433,202325
14461,2021,1,분당선,한티,4863,192288,126410,176876,290546,205599,3082,381183,176974,153901,222492,97399
14462,2021,1,수인선,고색,5500,85416,26104,29139,77249,24464,3419,91306,20117,26784,57141,40075
14463,2021,1,수인선,남동인더스파크,1284,18672,15751,25302,83987,19366,1997,129706,13557,12515,15150,7502
14464,2021,1,수인선,달월,7,1043,675,1356,3348,289,26,2223,974,707,636,386
14465,2021,1,수인선,사리,6272,135758,44337,38036,32417,13015,1106,26068,22658,38269,91676,56882
14466,2021,1,수인선,소래포구,6257,113659,61744,108232,67005,31450,1964,60668,97453,79231,85933,46754
14467,2021,1,수인선,송도,4438,75459,33664,32421,26608,10013,1564,28911,22618,31910,53528,28193
14468,2021,1,수인선,숭의,7872,102798,43404,47083,57108,15961,2678,78227,33072,40240,64975,35971
14469,2021,1,수인선,신포,2851,26474,17493,26664,35972,13912,917,43613,21247,23363,24605,10626
14470,2021,1,수인선,야목,349,5185,2867,3109,3793,995,52,3814,1996,2018,3551,2075
14471,2021,1,수인선,어천,265,12661,7923,8149,13343,3312,73,13670,6234,7549,11830,6161
14472,2021,1,수인선,연수,6227,114357,50613,54278,57817,36311,3329,68682,42531,55145,96140,46308
14473,2021,1,수인선,오목천,1056,65780,29945,28977,35748,10679,424,37018,20346,25717,47656,26534
14474,2021,1,수인선,원인재,7725,129571,51499,49578,50498,29304,2879,57685,42691,58439,102414,60075
14475,2021,1,수인선,월곶,3406,74916,28345,29525,29219,15606,1542,30084,23464,29328,53761,30111
14476,2021,1,수인선,인천,1643,18713,13274,20097,19357,7078,829,28581,28110,32313,25856,14738
14477,2021,1,수인선,인천논현,5215,123650,60234,67429,88520,52466,2619,110260,60683,73174,114323,52517
14478,2021,1,수인선,인하대,8111,159610,58969,68865,69848,35514,2587,72501,47454,64118,125968,61255
14479,2021,1,수인선,호구포,3556,65362,33988,38355,91674,34320,2677,136162,24822,30681,51942,28484
14480,2021,1,안산선,고잔,13609,222698,87249,96309,133219,47947,4559,177162,75687,78973,144439,86786
14481,2021,1,안산선,대야미,6086,150899,54608,59301,60473,21700,2678,66140,37660,49966,93745,60916
14482,2021,1,안산선,반월,8161,143740,50112,42245,45793,15500,2445,47101,33127,50423,93202,61795
14483,2021,1,안산선,산본,21840,453292,164959,174059,191373,121330,6191,224153,160062,196717,396635,192621
14484,2021,1,안산선,상록수,37606,579798,170882,143467,145909,69804,9677,159566,113341,165176,416275,262487
14485,2021,1,안산선,수리산,7957,158069,46122,37424,33195,10904,2046,45645,28412,36753,79064,48156
14486,2021,1,안산선,신길온천,4500,51947,17467,16626,23428,6489,1067,26113,12037,16737,32410,21115
14487,2021,1,안산선,안산,29757,214743,120874,146072,292118,98490,6739,312288,109512,116770,175109,99404
14488,2021,1,안산선,오이도,16588,240768,87207,93988,123381,57009,5568,121790,82853,100412,172260,109043
14489,2021,1,안산선,정왕,15222,156536,84174,107116,168143,56006,3712,238537,78279,81066,127004,81253
14490,2021,1,안산선,중앙,19700,423363,174803,198643,239422,189549,6835,255248,178953,218083,403271,203334
14491,2021,1,안산선,초지,8194,141751,44439,46874,65935,20721,2451,96441,37564,38622,93978,63283
14492,2021,1,안산선,한대앞,18336,251549,93129,89573,105401,51269,4317,118421,74598,96314,191252,112279
14493,2021,1,우이신설선,4.19민주묘지,3242,74860,37784,43154,31026,11240,310,37105,32968,36116,53046,28555
14494,2021,1,우이신설선,가오리,5771,141401,50693,40805,31765,11655,753,39442,35218,53363,93754,53096
14495,2021,1,우이신설선,보문,961,28195,18078,20853,26460,10966,726,34834,16750,19057,22913,11879
14496,2021,1,우이신설선,북한산보국문,4809,190430,72271,66865,59351,22890,1467,64495,44379,67305,138248,79672
14497,2021,1,우이신설선,북한산우이,3065,68571,37516,55725,29243,7599,1744,64838,40372,29715,34556,19697
14498,2021,1,우이신설선,삼양,2569,64821,26977,23927,18144,7118,752,25414,21255,34234,45759,23925
14499,2021,1,우이신설선,삼양사거리,3049,69205,33017,29655,24028,9914,654,33988,26727,37667,50275,22716
14500,2021,1,우이신설선,성신여대입구(돈암),1936,44969,36072,44727,56968,43777,1006,61977,47369,55657,65941,20658
14501,2021,1,우이신설선,솔밭공원,3925,82827,30499,27028,17806,6293,1073,23320,23275,31476,52493,29779
14502,2021,1,우이신설선,솔샘,6494,228580,61663,50016,33330,13181,664,36954,33539,57839,148285,83783
14503,2021,1,우이신설선,신설동,2187,19318,19667,33757,57806,19145,2287,80615,24225,18344,13747,6484
14504,2021,1,우이신설선,정릉,4708,139640,57929,51853,46240,16308,1145,46208,35431,54685,102896,52875
14505,2021,1,우이신설선,화계,4557,113149,41729,36920,27977,10147,1582,36134,31136,42144,69638,38476
14506,2021,1,일산선,대곡,1603,51947,17080,18898,24940,7664,403,22420,12680,14515,26346,14201
14507,2021,1,일산선,대화,16922,441778,136314,124839,126305,48853,7744,149262,90171,112753,211842,150011
14508,2021,1,일산선,마두,7553,158713,91063,103108,108915,41320,3332,153359,82893,91219,124042,68531
14509,2021,1,일산선,백석,10049,216288,116882,135562,159410,74342,6378,191603,107672,124832,181186,96857
14510,2021,1,일산선,삼송,18386,603587,186536,184397,197181,102220,3786,214445,158575,210959,420494,244404
14511,2021,1,일산선,원당,21340,390721,129406,112508,98185,33441,2200,109002,87397,126117,253918,161953
14512,2021,1,일산선,원흥,14299,312906,101604,96555,95716,41550,1815,110813,72008,98226,212766,127173
14513,2021,1,일산선,정발산,4251,98568,75538,110823,140432,90353,2169,149790,98183,104415,118198,41757
14514,2021,1,일산선,주엽,12932,244360,107347,109176,93318,41952,3087,122826,92440,112313,172278,95067
14515,2021,1,일산선,지축,0,4,0,2,1,2,0,0,0,0,0,0
14516,2021,1,일산선,화정,24757,480362,201063,197612,188055,104718,3521,214061,173674,228861,386216,216586
14517,2021,1,장항선,배방,2384,22395,11956,12619,14678,6034,445,14839,10702,11446,18318,10562
14518,2021,1,장항선,봉명,2701,26527,15649,17102,14419,4193,848,31392,13043,11066,13852,7380
14519,2021,1,장항선,신창(순천향대),1478,18622,15968,23879,20900,6183,172,26747,15430,13813,15304,11885
14520,2021,1,장항선,쌍용(나사렛대),4774,51157,21422,21153,22302,9839,1019,25148,18822,19382,37562,18535
14521,2021,1,장항선,아산,1860,47852,29724,40676,51497,27811,1700,52865,32331,29419,44770,20482
14522,2021,1,장항선,온양온천,4868,78141,60170,60116,45416,16739,1243,61998,61375,51262,56125,31417
14523,2021,1,중앙선,구리,23330,431368,141523,138584,144709,70804,5066,170679,115242,159766,329630,173859
14524,2021,1,중앙선,국수,1369,18565,9994,12306,6866,1758,307,11659,9144,9344,10681,8379
14525,2021,1,중앙선,덕소,11929,193503,68216,59208,45694,21168,3639,54708,47969,68744,137171,76901
14526,2021,1,중앙선,도농,18502,361905,98822,87319,83352,30635,5118,99915,61632,94540,228470,126124
14527,2021,1,중앙선,도심,3689,89338,25253,21226,21574,7429,699,28942,14686,18863,44134,25598
14528,2021,1,중앙선,망우,18203,230407,88693,83915,82063,34147,3189,94874,67889,101055,171815,84430
14529,2021,1,중앙선,상봉(시외버스터미널),16746,187240,62492,58719,62912,32313,4275,66661,51179,70489,149385,80396
14530,2021,1,중앙선,신원,307,3662,3255,6203,3436,399,53,5866,3275,2199,2081,1041
14531,2021,1,중앙선,아신,1022,14505,7161,7828,6238,1706,213,7836,6757,6828,9702,6004
14532,2021,1,중앙선,양수,1558,43180,23977,31706,23807,6276,454,28591,25579,25466,29032,19096
14533,2021,1,중앙선,양원,3914,39613,16867,25546,19105,4682,768,38746,13636,16986,24665,14017
14534,2021,1,중앙선,양정,946,15733,7433,11173,16545,2287,591,19057,6922,6187,9305,4125
14535,2021,1,중앙선,양평,3303,57108,37950,46299,37048,15718,1271,45593,39165,40056,41810,25348
14536,2021,1,중앙선,오빈,343,7863,3756,3840,3471,531,63,4827,3239,3485,4856,2882
14537,2021,1,중앙선,용문,2646,34502,29901,44376,22153,4503,1056,25569,41365,30312,23341,13490
14538,2021,1,중앙선,운길산,350,12798,10269,24078,14065,2679,178,19729,17327,9852,7818,4426
14539,2021,1,중앙선,원덕,834,8629,4794,6900,3762,470,102,5628,5156,4914,5116,2925
14540,2021,1,중앙선,중랑,14774,188358,64011,56261,46570,21722,1777,50246,44048,69509,134578,71758
14541,2021,1,중앙선,지평,0,2267,121,1065,787,49,0,1892,293,770,1255,284
14542,2021,1,중앙선,팔당,360,14136,10358,20817,20986,10967,160,28879,19549,14140,12036,4457
14543,2021,1,중앙선,회기,28246,550948,278168,315695,319137,172880,12679,363862,224655,265428,450210,281292
14544,2021,2,1호선,동대문,40630,219110,178086,216827,189764,111820,10075,259826,197566,171961,164809,100727
14545,2021,2,1호선,동묘앞,9382,105430,180027,279092,190232,44982,6808,226755,253796,214441,91241,43241
14546,2021,2,1호선,서울역,29018,567978,497098,580349,1156010,502735,20259,1425809,466532,467383,547125,241650
14547,2021,2,1호선,시청,5492,100761,140734,271860,725634,307246,12536,1012808,236870,163924,125476,37362
14548,2021,2,1호선,신설동,24987,235761,162207,208273,344034,111758,10343,445761,157524,152473,186564,99276
14549,2021,2,1호선,제기동,15543,317911,330895,362582,275913,80331,7141,424523,354027,321656,200571,98656
14550,2021,2,1호선,종각,7040,123466,247535,441679,1111293,624500,13259,1498814,373131,277102,272285,47230
14551,2021,2,1호선,종로3가,10067,133197,330333,479607,653842,410281,11063,697849,486104,371929,240848,47782
14552,2021,2,1호선,종로5가,4938,129947,298890,458307,635253,231666,11750,797324,413028,317980,175636,39234
14553,2021,2,1호선,청량리(서울시립대입구),33514,461388,325539,396861,329187,116958,15976,421424,341616,364476,343046,159145
14554,2021,2,2호선,강남,17055,606365,714148,1135092,2233679,1693196,31972,2853801,972065,917389,1206301,347045
14555,2021,2,2호선,강변(동서울터미널),23802,969904,410699,381540,452215,234627,7148,476231,321356,432830,754674,409181
14556,2021,2,2호선,건대입구,40902,736928,327690,425042,619388,684835,12666,557806,419234,554482,998593,435902
14557,2021,2,2호선,교대(법원.검찰청),6814,353402,312376,469582,885005,473290,20346,1288498,445819,408640,468689,189347
14558,2021,2,2호선,구로디지털단지,118744,1580527,531744,553706,1363658,495821,17017,1691451,419928,549373,1158625,721468
14559,2021,2,2호선,구의(광진구청),40209,866906,247744,238949,281818,144983,5909,307616,188967,278846,607507,372286
14560,2021,2,2호선,낙성대(강감찬),34180,997088,318104,308471,348843,175513,9072,355879,217944,302961,688165,485064
14561,2021,2,2호선,당산,18844,494661,195044,210664,375807,187506,9901,515561,175505,222291,481271,275877
14562,2021,2,2호선,대림(구로구청),103893,828291,272357,276667,361705,140970,10739,457128,260329,330788,546807,388439
14563,2021,2,2호선,도림천,856,33929,17046,23585,26979,6904,1091,46108,13884,15137,22168,12959
14564,2021,2,2호선,동대문역사문화공원(DDP),20225,114044,131114,222526,296562,152743,4221,392609,199829,169902,174339,99839
14565,2021,2,2호선,뚝섬,10181,241552,158225,280500,736244,313259,6754,901020,268927,264314,295003,111645
14566,2021,2,2호선,문래,10653,421057,173967,224439,563680,224686,6801,717967,183622,206309,371374,169931
14567,2021,2,2호선,방배,7993,304105,174675,239655,403412,173502,9918,547322,178902,193357,275053,155391
14568,2021,2,2호선,봉천,46585,981049,279249,248612,239706,118638,5431,250613,192511,285329,611538,387712
14569,2021,2,2호선,사당,35207,887432,383350,423589,609968,515520,14200,638194,378980,492057,1030174,540331
14570,2021,2,2호선,삼성(무역센터),12800,237681,351445,677325,1773033,756040,20213,2322738,571853,446383,385094,122763
14571,2021,2,2호선,상왕십리,16144,473936,164449,163172,205049,91009,1568,255767,120603,162468,328300,186576
14572,2021,2,2호선,서울대입구(관악구청),94785,1532348,528068,559875,636589,417953,27785,639475,429570,562248,1226286,741670
14573,2021,2,2호선,서초,3826,261038,221535,308855,622366,218642,13353,912865,211209,184660,170987,86242
14574,2021,2,2호선,선릉,10236,348147,440477,778307,1691953,736861,18486,2081505,518560,418774,395181,156045
14575,2021,2,2호선,성수,15752,305505,219479,365190,1224823,484981,16947,1608086,353764,364045,393363,134169
14576,2021,2,2호선,시청,2485,96197,161128,266458,835034,272937,4951,1097005,176119,140919,105870,32124
14577,2021,2,2호선,신답,2902,70313,16804,14717,14804,4728,337,15258,11765,21217,59137,29508
14578,2021,2,2호선,신당,18000,357570,165827,191889,242336,126172,3601,301255,166581,193403,301526,160600
14579,2021,2,2호선,신대방,76189,1090372,292766,258462,287820,116772,5409,289310,191347,315387,691637,501331
14580,2021,2,2호선,신도림,116164,1314594,525959,591542,835032,533341,34225,849243,522606,600698,1150994,622639
14581,2021,2,2호선,신림,117971,2503690,702191,635031,651921,407564,11311,614979,451262,722104,1759014,1149052
14582,2021,2,2호선,신설동,3324,55706,50809,70108,77875,20872,1922,105421,57096,45691,43107,21599
14583,2021,2,2호선,신정네거리,25028,438641,120475,103855,93406,40408,4689,106548,87842,133732,323051,164218
14584,2021,2,2호선,신촌,15144,446177,372587,498126,660700,594260,7819,775152,475157,459634,664700,263898
14585,2021,2,2호선,아현,13038,325943,130138,152897,149170,60750,3272,193105,96421,125161,225405,139956
14586,2021,2,2호선,양천구청,13955,287159,81362,67448,64115,20734,3944,77565,54852,83265,205851,117112
14587,2021,2,2호선,역삼,9877,262781,329119,616934,1735777,644150,21134,2542659,505615,395204,378468,148017
14588,2021,2,2호선,영등포구청,16783,443246,222641,269960,567880,210917,10050,751082,215164,224966,359206,182375
14589,2021,2,2호선,왕십리(성동구청),22419,361695,179468,215394,271469,231958,2565,222852,139660,174533,337284,158680
14590,2021,2,2호선,용답,7628,97572,35970,35824,30829,11222,656,32542,27477,38320,66239,46642
14591,2021,2,2호선,용두(동대문구청),3498,63474,33154,35917,37861,10738,536,46744,28861,35080,49816,24310
14592,2021,2,2호선,을지로3가,2561,107689,152157,248443,725229,354768,5374,945958,200096,181895,198316,50483
14593,2021,2,2호선,을지로4가,2708,74027,122609,196620,431479,118576,3780,540053,160808,128838,83375,26968
14594,2021,2,2호선,을지로입구,5041,157876,274271,488548,1352651,540684,9977,1808957,389648,290199,273873,96265
14595,2021,2,2호선,이대,8569,255581,155382,196806,250933,133702,3193,300660,178640,165065,237601,143468
14596,2021,2,2호선,잠실(송파구청),33078,1410995,679146,880772,1408581,940824,14269,1406614,785224,876663,1408945,738437
14597,2021,2,2호선,잠실나루,8851,410215,171655,200691,223126,73887,4591,323197,153503,151712,262029,153910
14598,2021,2,2호선,잠실새내,12308,596813,233754,257196,292391,248254,3756,302277,227601,305185,549150,248819
14599,2021,2,2호선,종합운동장,4713,202450,81235,100838,129122,119157,3256,178899,82509,116304,206639,94949
14600,2021,2,2호선,충정로(경기대입구),9189,193448,100093,122876,255487,78686,3121,364295,93164,95419,146522,88515
14601,2021,2,2호선,한양대,2769,79412,88117,135678,211501,90004,728,316883,129490,90336,75171,42083
14602,2021,2,2호선,합정,21091,512033,268029,368834,717258,574936,10146,743711,406478,438959,715174,269969
14603,2021,2,2호선,홍대입구,33211,678587,443191,718494,1174273,1339346,15358,937450,893039,1024027,1301407,408840
14604,2021,2,3호선,가락시장,7343,218077,109082,121051,174698,69512,4415,213204,95753,116498,162655,84830
14605,2021,2,3호선,경복궁(정부서울청사),7664,204469,169306,305735,562829,273608,4925,709964,259575,222678,231118,87005
14606,2021,2,3호선,경찰병원,6893,228232,80119,82454,122661,42154,2624,187416,66310,74618,144734,78361
14607,2021,2,3호선,고속터미널,14016,458200,559672,784455,994472,679768,10170,908574,718559,743773,762562,275761
14608,2021,2,3호선,교대(법원.검찰청),3409,124321,133666,192640,378725,209583,1884,357021,89005,82854,107959,33597
